time_s,intensity_random_phase,intensity_locked_phase
1.3779532773e-08,1.2747580552e+00,7.4436214043e-05
1.3789539695e-08,1.4882159174e+00,5.6229200044e-06
1.3799546618e-08,1.7133932694e+00,1.5424292118e-05
1.3809553541e-08,1.9414075511e+00,9.9708199652e-05
1.3819560464e-08,2.1644149858e+00,2.4129268577e-04
1.3829567387e-08,2.3760746524e+00,4.1324272088e-04
1.3839574310e-08,2.5718574024e+00,5.8381870731e-04
1.3849581233e-08,2.7491744314e+00,7.2217148334e-04
1.3859588155e-08,2.9073191618e+00,8.0376563723e-04
1.3869595078e-08,3.0472356019e+00,8.1458137351e-04
1.3879602001e-08,3.1711442499e+00,7.5337926380e-04
1.3889608924e-08,3.2820708482e+00,6.3166747711e-04
1.3899615847e-08,3.3833322283e+00,4.7142264875e-04
1.3909622770e-08,3.4780361320e+00,3.0100995002e-04
1.3919629693e-08,3.5686480413e+00,1.5005617578e-04
1.3929636615e-08,3.6566682838e+00,4.4199282244e-05
1.3939643538e-08,3.7424482988e+00,6.4167538808e-07
1.3949650461e-08,3.8251578004e+00,2.5275211245e-05
1.3959657384e-08,3.9028968066e+00,1.1185448609e-04
1.3969664307e-08,3.9729302681e+00,2.4332532895e-04
1.3979671230e-08,4.0320102553e+00,3.9503394836e-04
1.3989678153e-08,4.0767427361e+00,5.3921622503e-04
1.3999685075e-08,4.1039536601e+00,6.4995245179e-04
1.4009691998e-08,4.1110123482e+00,7.0770597550e-04
1.4019698921e-08,4.0960783696e+00,7.0265370652e-04
1.4029705844e-08,4.0582498547e+00,6.3624369956e-04
1.4039712767e-08,3.9976048387e+00,5.2073748277e-04
1.4049719690e-08,3.9151409041e+00,3.7685406711e-04
1.4059726613e-08,3.8126303125e+00,2.2996475371e-04
1.4069733535e-08,3.6924165801e+00,1.0553503489e-04
1.4079740458e-08,3.5571831184e+00,2.4630102313e-05
1.4089747381e-08,3.4097248267e+00,2.7485026192e-07
1.4099754304e-08,3.2527496904e+00,3.5294883485e-05
1.4109761227e-08,3.0887303455e+00,1.2199326679e-04
1.4119768150e-08,2.9198164565e+00,2.4368827666e-04
1.4129775073e-08,2.7478090489e+00,3.7780919995e-04
1.4139781995e-08,2.5741890544e+00,4.9997799326e-04
1.4149788918e-08,2.4001854571e+00,5.8834072116e-04
1.4159795841e-08,2.2268643918e+00,6.2738116978e-04
1.4169802764e-08,2.0552196938e+00,6.1055317981e-04
1.4179809687e-08,1.8862475801e+00,5.4128744381e-04
1.4189816610e-08,1.7209927822e+00,4.3222226320e-04
1.4199823533e-08,1.5605596413e+00,3.0282312512e-04
1.4209830455e-08,1.4060883389e+00,1.7583708375e-04
1.4219837378e-08,1.2587025084e+00,7.3225906449e-05
1.4229844301e-08,1.1194390421e+00,1.2303295996e-05
1.4239851224e-08,9.8917337451e-01,2.7538107499e-06
1.4249858147e-08,8.6855362976e-01,4.5044860908e-05
1.4259865070e-08,7.5795493480e-01,1.3048953279e-04
1.4269871993e-08,6.5746137829e-01,2.4292302588e-04
1.4279878915e-08,5.6687828511e-01,3.6167175807e-04
1.4289885838e-08,4.8577250733e-01,4.6527146724e-04
1.4299892761e-08,4.1353412640e-01,5.3526715840e-04
1.4309899684e-08,3.4944998157e-01,5.5942369490e-04
1.4319906607e-08,2.9277819808e-01,5.3379006348e-04
1.4329913530e-08,2.4281349336e-01,4.6327091234e-04
1.4339920453e-08,1.9893529000e-01,3.6062731466e-04
1.4349927375e-08,1.6063409898e-01,2.4410671457e-04
1.4359934298e-08,1.2751562098e-01,1.3414057680e-04
1.4369941221e-08,9.9285847296e-02,4.9705976618e-05
1.4379948144e-08,7.5723480030e-02,4.9976829850e-06
1.4389955067e-08,5.6647744997e-02,6.9929530065e-06
1.4399961990e-08,4.1889882948e-02,5.4325306627e-05
1.4409968913e-08,3.1275285912e-02,1.3764671443e-04
1.4419975835e-08,2.4620662904e-02,2.4139265892e-04
1.4429982758e-08,2.1747247979e-02,3.4661849538e-04
1.4439989681e-08,2.2507503563e-02,4.3439149504e-04
1.4449996604e-08,2.6819647853e-02,4.8913241551e-04
1.4460003527e-08,3.4702194806e-02,5.0131800905e-04
1.4470010450e-08,4.6299922350e-02,4.6907690606e-04
1.4480017373e-08,6.1893439019e-02,3.9841300756e-04
1.4490024295e-08,8.1886713721e-02,3.0203621807e-04
1.4500031218e-08,1.0677024912e-01,1.9702615119e-04
1.4510038141e-08,1.3706151645e-01,1.0175704612e-04
1.4520045064e-08,1.7322822618e-01,3.2636457666e-05
1.4530051987e-08,2.1560337117e-01,1.2355096548e-06
1.4540058910e-08,2.6430321475e-01,1.2311554339e-05
1.4550065833e-08,3.1916013165e-01,6.3059916190e-05
1.4560072755e-08,3.7968128461e-01,1.4371012714e-04
1.4570079678e-08,4.4504160744e-01,2.3934344031e-04
1.4580086601e-08,5.1411576025e-01,3.3259471465e-04
1.4590093524e-08,5.8554910023e-01,4.0675030983e-04
1.4600100447e-08,6.5786285462e-01,4.4869027221e-04
1.4610107370e-08,7.2958421050e-01,4.5115782371e-04
1.4620114293e-08,7.9938851422e-01,4.1396457012e-04
1.4630121215e-08,8.6623864707e-01,3.4393263558e-04
1.4640128138e-08,9.2950618306e-01,2.5360025458e-04
1.4650135061e-08,9.8906020541e-01,1.5893508110e-04
1.4660141984e-08,1.0453125222e+00,7.6471338869e-05
1.4670148907e-08,1.0992121594e+00,2.0383237561e-05
1.4680155830e-08,1.1521869641e+00,1.1813570704e-08
1.4690162753e-08,1.2060353931e+00,1.8275850973e-05
1.4700169675e-08,1.2627765314e+00,7.1236197600e-05
1.4710176598e-08,1.3244705937e+00,1.4887599078e-04
1.4720183521e-08,1.3930251800e+00,2.3694406430e-04
1.4730190444e-08,1.4700041282e+00,3.1952316548e-04
1.4740197367e-08,1.5564557833e+00,3.8186092338e-04
1.4750204290e-08,1.6527759398e+00,4.1296081443e-04
1.4760211213e-08,1.7586177568e+00,4.0747882654e-04
1.4770218135e-08,1.8728569159e+00,3.6659949875e-04
1.4780225058e-08,1.9936155398e+00,2.9774898742e-04
1.4790231981e-08,2.1183433794e+00,2.1320967471e-04
1.4800238904e-08,2.2439499233e+00,1.2789384954e-04
1.4810245827e-08,2.3669768355e+00,5.6679292074e-05
1.4820252750e-08,2.4837968344e+00,1.1782133087e-05
1.4830259673e-08,2.5908230784e+00,6.3020714264e-07
1.4840266595e-08,2.6847124986e+00,2.4606412943e-05
1.4850273518e-08,2.7625473652e+00,7.8873808191e-05
1.4860280441e-08,2.8219816186e+00,1.5330086518e-04
1.4870287364e-08,2.8613419333e+00,2.3431099003e-04
1.4880294287e-08,2.8796777940e+00,3.0731933801e-04
1.4890301210e-08,2.8767596391e+00,3.5932016088e-04
1.4900308133e-08,2.8530289013e+00,3.8116629828e-04
1.4910315055e-08,2.8095080698e+00,3.6914190323e-04
1.4920321978e-08,2.7476822660e+00,3.2555866880e-04
1.4930328901e-08,2.6693659144e+00,2.5828113919e-04
1.4940335824e-08,2.5765686667e+00,1.7927671260e-04
1.4950342747e-08,2.4713737378e+00,1.0245700148e-04
1.4960349670e-08,2.3558393547e+00,4.1199349650e-05
1.4970356592e-08,2.2319303923e+00,5.9895128773e-06
1.4980363515e-08,2.1014829138e+00,2.6003452759e-06
1.4990370438e-08,1.9661998030e+00,3.1122263986e-05
1.5000377361e-08,1.8276715345e+00,8.6007549631e-05
1.5010384284e-08,1.6874129481e+00,1.5710987884e-04
1.5020391207e-08,1.5469050864e+00,2.3152503108e-04
1.5030398130e-08,1.4076310063e+00,2.9589935710e-04
1.5040405052e-08,1.2710960122e+00,3.3879353965e-04
1.5050411975e-08,1.1388258032e+00,3.5268372897e-04
1.5060418898e-08,1.0123401603e+00,3.3525048710e-04
1.5070425821e-08,8.9310444093e-01,2.8973529984e-04
1.5080432744e-08,7.8246561248e-01,2.2431126877e-04
1.5090439667e-08,6.8158315334e-01,1.5058915666e-04
1.5100446590e-08,5.9136727422e-01,8.1531353416e-05
1.5110453512e-08,5.1243715073e-01,2.9148085439e-05
1.5120460435e-08,4.4511003832e-01,2.3848589559e-06
1.5130467358e-08,3.8942838711e-01,5.5722695951e-06
1.5140474281e-08,3.4522679739e-01,3.7706332524e-05
1.5150481204e-08,3.1223451480e-01,9.2678209279e-05
1.5160488127e-08,2.9020298318e-01,1.6040342690e-04
1.5170495050e-08,2.7904264181e-01,2.2864237460e-04
1.5180501972e-08,2.7894950283e-01,2.8518385301e-04
1.5190508895e-08,2.9050072923e-01,3.2000254226e-04
1.5200515818e-08,3.1469983604e-01,3.2700962036e-04
1.5210522741e-08,3.5295629999e-01,3.0509125583e-04
1.5220529664e-08,4.0699096475e-01,2.5825835187e-04
1.5230536587e-08,4.7866701510e-01,1.9488951995e-04
1.5240543510e-08,5.6975553858e-01,1.2620953823e-04
1.5250550432e-08,6.8165371618e-01,6.4279201425e-05
1.5260557355e-08,8.1508137244e-01,1.9856161208e-05
1.5270564278e-08,9.6978696868e-01,5.0578655421e-07
1.5280571201e-08,1.1442963761e+00,9.2934127724e-06
1.5290578124e-08,1.3357364870e+00,4.4283629918e-05
1.5300585047e-08,1.5397608772e+00,9.8927679708e-05
1.5310591970e-08,1.7505966854e+00,1.6326245945e-04
1.5320598892e-08,1.9612213687e+00,2.2570200119e-04
1.5330605815e-08,2.1636660342e+00,2.7509964284e-04
1.5340612738e-08,2.3494298413e+00,3.0271419269e-04
1.5350619661e-08,2.5099787337e+00,3.0373361826e-04
1.5360626584e-08,2.6372926399e+00,2.7809101202e-04
1.5370633507e-08,2.7244191850e+00,2.3043492068e-04
1.5380640430e-08,2.7659895136e+00,1.6926668655e-04
1.5390647352e-08,2.7586532703e+00,1.0540445758e-04
1.5400654275e-08,2.7013950126e+00,5.0051057271e-05
1.5410661198e-08,2.5957028727e+00,1.2810474518e-05
1.5420668121e-08,2.4455713690e+00,3.8423663303e-09
1.5430675044e-08,2.2573329628e+00,1.3579873410e-05
1.5440681967e-08,2.0393261645e+00,5.0807209055e-05
1.5450688890e-08,1.8014206681e+00,1.0479643981e-04
1.5460695812e-08,1.5544311214e+00,1.6575260067e-04
1.5470702735e-08,1.3094598896e+00,2.2273074547e-04
1.5480709658e-08,1.0772149038e+00,2.6558023316e-04
1.5490716581e-08,8.6735100332e-01,2.8673262930e-04
1.5500723504e-08,6.8788193161e-01,2.8251859650e-04
1.5510730427e-08,5.4470542354e-01,2.5378493233e-04
1.5520737350e-08,4.4127594623e-01,2.0570841253e-04
1.5530744272e-08,3.7844915367e-01,1.4684582731e-04
1.5540751195e-08,3.5450968705e-01,8.7594215327e-05
1.5550758118e-08,3.6538043904e-01,3.8338101681e-05
1.5560765041e-08,4.0499774138e-01,7.6136326296e-06
1.5570771964e-08,4.6582412590e-01,6.1389617152e-07
1.5580778887e-08,5.3945933652e-01,1.8296878651e-05
1.5590785810e-08,6.1730205461e-01,5.7248982871e-05
1.5600792732e-08,6.9121011668e-01,1.1032234657e-04
1.5610799655e-08,7.5410640838e-01,1.6792734146e-04
1.5620806578e-08,8.0048137787e-01,2.1974678831e-04
1.5630813501e-08,8.2675114080e-01,2.5656570497e-04
1.5640820424e-08,8.3144198286e-01,2.7189233001e-04
1.5650827347e-08,8.1518685583e-01,2.6308550890e-04
1.5660834270e-08,7.8053601684e-01,2.3179290754e-04
1.5670841192e-08,7.3160082771e-01,1.8362776432e-04
1.5680848115e-08,6.7356532174e-01,1.2714698483e-04
1.5690855038e-08,6.1211288561e-01,7.2316373718e-05
1.5700861961e-08,5.5282390465e-01,2.8738051994e-05
1.5710868884e-08,5.0060344115e-01,3.9551109880e-06
1.5720875807e-08,4.5919541009e-01,2.1326020131e-06
1.5730882730e-08,4.3083132655e-01,2.3345281265e-05
1.5740889652e-08,4.1604819025e-01,6.3593637534e-05
1.5750896575e-08,4.1369270398e-01,1.1554015202e-04
1.5760903498e-08,4.2110953376e-01,1.6983051311e-04
1.5770910421e-08,4.3449176022e-01,2.1676209211e-04
1.5780917344e-08,4.4935418353e-01,2.4800229399e-04
1.5790924267e-08,4.6107671234e-01,2.5805267304e-04
1.5800931190e-08,4.6545728221e-01,2.4520176186e-04
1.5810938112e-08,4.5921260292e-01,2.1180171374e-04
1.5820945035e-08,4.4037078466e-01,1.6382450965e-04
1.5830951958e-08,4.0851200218e-01,1.0978111928e-04
1.5840958881e-08,3.6483053375e-01,5.9199033094e-05
1.5850965804e-08,3.1201184526e-01,2.0930313511e-05
1.5860972727e-08,2.5393955913e-01,1.5904313678e-06
1.5870979650e-08,1.9526669355e-01,4.4030201141e-06
1.5880986572e-08,1.4090117581e-01,2.8652092598e-05
1.5890993495e-08,9.5465459091e-02,6.9834550381e-05
1.5901000418e-08,6.2792906187e-02,1.2048141493e-04
1.5911007341e-08,4.5519078589e-02,1.7149820817e-04
1.5921014264e-08,4.4814693550e-02,2.1378411520e-04
1.5931021187e-08,6.0290124025e-02,2.3984183948e-04
1.5941028110e-08,9.0080925742e-02,2.4509356453e-04
1.5951035032e-08,1.3110242073e-01,2.2867221466e-04
1.5961041955e-08,1.7944141897e-01,1.9355143677e-04
1.5971048878e-08,2.3083710900e-01,1.4599549472e-04
1.5981055801e-08,2.8119290881e-01,9.4430617521e-05
1.5991062724e-08,3.2705784347e-01,4.7940988383e-05
1.6001069647e-08,3.6602015449e-01,1.4657657712e-05
1.6011076570e-08,3.9696679898e-01,3.2593368705e-07
1.6021083492e-08,4.2017889391e-01,7.3034929787e-06
1.6031090415e-08,4.3725298174e-01,3.4163759799e-05
1.6041097338e-08,4.5085882337e-01,7.5971026677e-05
1.6051104261e-08,4.6436375436e-01,1.2517462011e-04
1.6061111184e-08,4.8136917503e-01,1.7296027763e-04
1.6071118107e-08,5.0521468356e-01,2.1081702807e-04
1.6081125030e-08,5.3850860679e-01,2.3204119658e-04
1.6091131952e-08,5.8273996793e-01,2.3291191475e-04
1.6101138875e-08,6.3801682737e-01,2.1333215748e-04
1.6111145798e-08,7.0296077352e-01,1.7682503512e-04
1.6121152721e-08,7.7476902846e-01,1.2988971517e-04
1.6131159644e-08,8.4943640270e-01,8.0834558482e-05
1.6141166567e-08,9.2211146345e-01,3.8296827128e-05
1.6151173489e-08,9.8754682061e-01,9.7125564440e-06
1.6161180412e-08,1.0405939596e+00,7.5079558519e-09
1.6171187335e-08,1.0766894876e+00,1.0739504017e-05
1.6181194258e-08,1.0922822009e+00,3.9841337656e-05
1.6191201181e-08,1.0851584857e+00,8.2006416082e-05
1.6201208104e-08,1.0546360603e+00,1.2964539870e-04
1.6211215027e-08,1.0016113110e+00,1.7424150285e-04
1.6221221949e-08,9.2846158854e-01,2.0786258198e-04
1.6231228872e-08,8.3881892715e-01,2.2456166196e-04
1.6241235795e-08,7.3724406256e-01,2.2141878800e-04
1.6251242718e-08,6.2883811142e-01,1.9904179079e-04
1.6261249641e-08,5.1883312348e-01,1.6144024374e-04
1.6271256564e-08,4.1220181543e-01,1.1529819516e-04
1.6281263487e-08,3.1332159524e-01,6.8777462892e-05
1.6291270409e-08,2.2571941730e-01,3.0065623968e-05
1.6301277332e-08,1.5191332660e-01,5.9268828352e-06
1.6311284255e-08,9.3355159257e-02,5.1216899739e-07
1.6321291178e-08,5.0468135956e-02,1.4637656836e-05
1.6331298101e-08,2.2764180036e-02,4.5656987027e-05
1.6341305024e-08,9.0195506450e-03,8.7946823253e-05
1.6351311947e-08,7.4842353115e-03,1.3391678947e-04
1.6361318869e-08,1.6100505406e-02,1.7536251719e-04
1.6371325792e-08,3.2708730333e-02,2.0492073194e-04
1.6381332715e-08,5.5223303018e-02,2.1736843751e-04
1.6391339638e-08,8.1767502323e-02,2.1053708832e-04
1.6401346561e-08,1.1076241011e-01,1.8568185415e-04
1.6411353484e-08,1.4097078922e-01,1.4724324266e-04
1.6421360407e-08,1.7150146735e-01,1.0204613814e-04
1.6431367329e-08,2.0178285810e-01,5.8080626592e-05
1.6441374252e-08,2.3151565058e-01,2.3082285316e-05
1.6451381175e-08,2.6061453398e-01,3.1640779188e-06
1.6461388098e-08,2.8914741957e-01,1.7416986134e-06
1.6471395021e-08,3.1727843343e-01,1.8941182477e-05
1.6481401944e-08,3.4521848061e-01,5.1591414536e-05
1.6491408867e-08,3.7318488240e-01,9.3800224306e-05
1.6501415789e-08,4.0136981715e-01,1.3800950791e-04
1.6511422712e-08,4.2991625015e-01,1.7634053394e-04
1.6521429635e-08,4.5889975211e-01,2.0199008460e-04
1.6531436558e-08,4.8831495896e-01,2.1043014232e-04
1.6541443481e-08,5.1806618273e-01,2.0019967247e-04
1.6551450404e-08,5.4796254979e-01,1.7315014247e-04
1.6561457327e-08,5.7771872837e-01,1.3410366921e-04
1.6571464249e-08,6.0696257902e-01,8.9986792645e-05
1.6581471172e-08,6.3525079269e-01,4.8595391468e-05
1.6591478095e-08,6.6209276753e-01,1.7210870197e-05
1.6601485018e-08,6.8698174383e-01,1.3131451690e-06
1.6611491941e-08,7.0943079046e-01,3.6178100965e-06
1.6621498864e-08,7.2900990567e-01,2.3606561523e-05
1.6631505787e-08,7.4537955320e-01,5.7631988537e-05
1.6641512709e-08,7.5831565183e-01,9.9575863444e-05
1.6651519632e-08,7.6772152601e-01,1.4194220545e-04
1.6661526555e-08,7.7362363463e-01,1.7718992359e-04
1.6671533478e-08,7.7614991273e-01,1.9906821998e-04
1.6681540401e-08,7.7549204535e-01,2.0371837560e-04
1.6691547324e-08,7.7185560606e-01,1.9034780490e-04
1.6701554247e-08,7.6540434634e-01,1.6135871318e-04
1.6711561169e-08,7.5620663655e-01,1.2191066367e-04
1.6721568092e-08,7.4419282085e-01,7.8996626414e-05
1.6731575015e-08,7.2913185919e-01,4.0197885769e-05
1.6741581938e-08,7.1063404372e-01,1.2339401603e-05
1.6751588861e-08,6.8818391140e-01,2.8401613135e-07
1.6761595784e-08,6.6120400416e-01,6.0784472683e-06
1.6771602707e-08,6.2914624787e-01,2.8600969679e-05
1.6781609629e-08,5.9160390350e-01,6.3771346965e-05
1.6791616552e-08,5.4843377398e-01,1.0528384489e-04
1.6801623475e-08,4.9987606162e-01,1.4573171013e-04
1.6811630398e-08,4.4665829444e-01,1.7792267305e-04
1.6821637321e-08,3.9007024947e-01,1.9615192137e-04
1.6831644244e-08,3.3199880006e-01,1.9720732868e-04
1.6841651167e-08,2.7491492342e-01,1.8092988788e-04
1.6851658089e-08,2.2180939026e-01,1.5023163591e-04
1.6861665012e-08,1.7607846625e-01,1.1056971721e-04
1.6871671935e-08,1.4136577178e-01,6.8971509379e-05
1.6881678858e-08,1.2137075316e-01,3.2784890985e-05
1.6891685781e-08,1.1963755982e-01,8.3758148811e-06
1.6901692704e-08,1.3934015161e-01,3.9565456060e-09
1.6911699627e-08,1.8307998245e-01,9.0749391726e-06
1.6921706549e-08,2.5271159339e-01,3.3900339065e-05
1.6931713472e-08,3.4920903656e-01,7.0006367368e-05
1.6941720395e-08,4.7258252361e-01,1.1093486235e-04
1.6951727318e-08,6.2185043635e-01,1.4939324503e-04
1.6961734241e-08,7.9506729966e-01,1.7854875175e-04
1.6971741164e-08,9.8940394960e-01,1.9323733752e-04
1.6981748087e-08,1.2012723415e+00,1.9087344267e-04
1.6991755009e-08,1.4264845544e+00,1.7190041416e-04
1.7001761932e-08,1.6604337681e+00,1.3970317188e-04
1.7011768855e-08,1.8982843887e+00,1.0000014911e-04
1.7021775778e-08,2.1351590397e+00,5.9823682654e-05
1.7031782701e-08,2.3663116434e+00,2.6270582108e-05
1.7041789624e-08,2.5872780622e+00,5.2447835093e-06
1.7051796547e-08,2.7939984526e+00,4.1477149645e-07
1.7061803469e-08,2.9829083088e+00,1.2569808032e-05
1.7071810392e-08,3.1509978515e+00,3.9487885676e-05
1.7081817315e-08,3.2958417315e+00,7.6337407009e-05
1.7091824238e-08,3.4156027918e+00,1.1654002627e-04
1.7101831161e-08,3.5090147968e+00,1.5294062375e-04
1.7111838084e-08,3.5753495719e+00,1.7907640356e-04
1.7121845007e-08,3.6143739593e+00,1.9032009460e-04
1.7131851929e-08,3.6263014997e+00,1.8469510693e-04
1.7141858852e-08,3.6117429090e+00,1.6321910079e-04
1.7151865775e-08,3.5716584008e+00,1.2971629682e-04
1.7161872698e-08,3.5073138174e+00,9.0133082696e-05
1.7171879621e-08,3.4202415121e+00,5.1479346870e-05
1.7181886544e-08,3.3122060396e+00,2.0583952899e-05
1.7191893467e-08,3.1851740196e+00,2.8852301885e-06
1.7201900389e-08,3.0412870631e+00,1.4706319139e-06
1.7211907312e-08,2.8828363849e+00,1.6535082467e-05
1.7221914235e-08,2.7122376515e+00,4.5352994592e-05
1.7231921158e-08,2.5320047015e+00,8.2767747205e-05
1.7241928081e-08,2.3447209871e+00,1.2211076151e-04
1.7251935004e-08,2.1530078934e+00,1.5638642375e-04
1.7261941927e-08,1.9594894623e+00,1.7951237897e-04
1.7271948849e-08,1.7667534585e+00,1.8739537002e-04
1.7281955772e-08,1.5773091414e+00,1.7865239409e-04
1.7291962695e-08,1.3935425306e+00,1.5485017140e-04
1.7301969618e-08,1.2176703516e+00,1.2022150130e-04
1.7311976541e-08,1.0516941971e+00,8.0909820966e-05
1.7321983464e-08,8.9735671932e-01,4.3876744467e-05
1.7331990386e-08,7.5610184792e-01,1.5666785339e-05
1.7341997309e-08,6.2904109069e-01,1.2483803605e-06
1.7352004232e-08,5.1692790122e-01,3.1363909757e-06
1.7362011155e-08,4.2014187902e-01,2.0951007174e-05
1.7372018078e-08,3.3868421055e-01,5.1490383870e-05
1.7382025001e-08,2.7218527722e-01,8.9303194532e-05
1.7392031924e-08,2.1992477658e-01,1.2765875642e-04
1.7402038846e-08,1.8086406510e-01,1.5974213909e-04
1.7412045769e-08,1.5368977832e-01,1.7986211890e-04
1.7422052692e-08,1.3686716516e-01,1.8445793694e-04
1.7432059615e-08,1.2870103289e-01,1.7272682686e-04
1.7442066538e-08,1.2740177599e-01,1.4676176150e-04
1.7452073461e-08,1.3115368502e-01,1.1117581770e-04
1.7462080384e-08,1.3818261597e-01,7.2280546669e-05
1.7472087306e-08,1.4682015059e-01,3.6964641346e-05
1.7482094229e-08,1.5556158326e-01,1.1472057654e-05
1.7492101152e-08,1.6311541125e-01,2.9625161389e-07
1.7502108075e-08,1.6844245472e-01,5.3862929373e-06
1.7512114998e-08,1.7078325855e-01,2.5805068893e-05
1.7522121921e-08,1.6967299684e-01,5.7899489381e-05
1.7532128844e-08,1.6494368013e-01,9.5951804838e-05
1.7542135766e-08,1.5671402535e-01,1.3319595029e-04
1.7552142689e-08,1.4536786413e-01,1.6301831420e-04
1.7562149612e-08,1.3152241576e-01,1.8012989827e-04
1.7572156535e-08,1.1598811963e-01,1.8150218586e-04
1.7582163458e-08,9.9721997686e-02,1.6690117286e-04
1.7592170381e-08,8.3776692346e-02,1.3892542641e-04
1.7602177304e-08,6.9247395806e-02,1.0254203483e-04
1.7612184226e-08,5.7218855422e-02,6.4203289878e-05
1.7622191149e-08,4.8714511852e-02,3.0701136706e-05
1.7632198072e-08,4.4649614347e-02,7.9627119001e-06
1.7642204995e-08,4.5789876982e-02,4.9968862557e-10
1.7652211918e-08,5.2716911681e-02,8.2030022624e-06
1.7662218841e-08,6.5801322569e-02,3.1091279734e-05
1.7672225764e-08,8.5183996452e-02,6.4584028530e-05
1.7682232686e-08,1.1076579979e-01,1.0272370560e-04
1.7692239609e-08,1.4220561315e-01,1.3873454997e-04
1.7702246532e-08,1.7892641317e-01,1.6622466060e-04
1.7712253455e-08,2.2012895474e-01,1.8031893602e-04
1.7722260378e-08,2.6481250892e-01,1.7852212746e-04
1.7732267301e-08,3.1180206244e-01,1.6115926378e-04
1.7742274224e-08,3.5978136458e-01,1.3131573644e-04
1.7752281146e-08,4.0733119347e-01,9.4288070610e-05
1.7762288069e-08,4.5297218392e-01,5.6643120052e-05
1.7772294992e-08,4.9521149435e-01,2.5052747863e-05
1.7782301915e-08,5.3259247760e-01,5.1107224603e-06
1.7792308838e-08,5.6374635907e-01,3.4156258881e-07
1.7802315761e-08,5.8744472071e-01,1.1576900191e-05
1.7812322684e-08,6.0265136134e-01,3.6809675007e-05
1.7822329606e-08,6.0857187549e-01,7.1551712574e-05
1.7832336529e-08,6.0469909607e-01,1.0963099932e-04
1.7842343452e-08,5.9085240926e-01,1.4428706979e-04
1.7852350375e-08,5.6720890094e-01,1.6937015828e-04
1.7862357298e-08,5.3432435067e-01,1.8043147618e-04
1.7872364221e-08,4.9314226328e-01,1.7551137995e-04
1.7882371144e-08,4.4498941853e-01,1.5548583607e-04
1.7892378066e-08,3.9155681786e-01,1.2390994715e-04
1.7902384989e-08,3.3486539813e-01,8.6386480577e-05
1.7912391912e-08,2.7721644442e-01,4.9571530854e-05
1.7922398835e-08,2.2112724756e-01,1.9993731067e-05
1.7932405758e-08,1.6925319490e-01,2.8964227760e-06
1.7942412681e-08,1.2429813833e-01,1.3080605620e-06
1.7952419604e-08,8.8915534157e-02,1.5505610856e-05
1.7962426526e-08,6.5603478095e-02,4.2965995102e-05
1.7972433449e-08,5.6597347620e-02,7.8814086247e-05
1.7982440372e-08,6.3764284845e-02,1.1668773603e-04
1.7992447295e-08,8.8504174158e-02,1.4986639066e-04
1.8002454218e-08,1.3166204478e-01,1.7246314284e-04
1.8012461141e-08,1.9345690826e-01,1.8046884356e-04
1.8022468064e-08,2.7343186920e-01,1.7246314284e-04
1.8032474986e-08,3.7042987267e-01,1.4986639066e-04
1.8042481909e-08,4.8259863448e-01,1.1668773603e-04
1.8052488832e-08,6.0742712476e-01,7.8814086247e-05
1.8062495755e-08,7.4181445740e-01,4.2965995102e-05
1.8072502678e-08,8.8217023239e-01,1.5505610856e-05
1.8082509601e-08,1.0245433834e+00,1.3080605621e-06
1.8092516524e-08,1.1647745359e+00,2.8964227760e-06
1.8102523446e-08,1.2986649494e+00,1.9993731067e-05
1.8112530369e-08,1.4221534859e+00,4.9571530854e-05
1.8122537292e-08,1.5314919005e+00,8.6386480577e-05
1.8132544215e-08,1.6234082406e+00,1.2390994715e-04
1.8142551138e-08,1.6952483912e+00,1.5548583607e-04
1.8152558061e-08,1.7450868506e+00,1.7551137995e-04
1.8162564984e-08,1.7717996465e+00,1.8043147618e-04
1.8172571906e-08,1.7750947864e+00,1.6937015828e-04
1.8182578829e-08,1.7554985958e+00,1.4428706979e-04
1.8192585752e-08,1.7142994847e+00,1.0963099932e-04
1.8202592675e-08,1.6534537972e+00,7.1551712575e-05
1.8212599598e-08,1.5754611629e+00,3.6809675007e-05
1.8222606521e-08,1.4832188902e+00,1.1576900191e-05
1.8232613444e-08,1.3798662184e+00,3.4156258883e-07
1.8242620366e-08,1.2686295393e+00,5.1107224603e-06
1.8252627289e-08,1.1526789816e+00,2.5052747863e-05
1.8262634212e-08,1.0350051039e+00,5.6643120052e-05
1.8272641135e-08,9.1832203687e-01,9.4288070610e-05
1.8282648058e-08,8.0500052662e-01,1.3131573644e-04
1.8292654981e-08,6.9703127183e-01,1.6115926377e-04
1.8302661904e-08,5.9601605191e-01,1.7852212746e-04
1.8312668826e-08,5.0318173106e-01,1.8031893602e-04
1.8322675749e-08,4.1941054366e-01,1.6622466060e-04
1.8332682672e-08,3.4527928897e-01,1.3873454997e-04
1.8342689595e-08,2.8110024043e-01,1.0272370560e-04
1.8352696518e-08,2.2695764927e-01,6.4584028530e-05
1.8362703441e-08,1.8273552341e-01,3.1091279734e-05
1.8372710364e-08,1.4813463656e-01,8.2030022624e-06
1.8382717286e-08,1.2267915860e-01,4.9968862536e-10
1.8392724209e-08,1.0571556958e-01,7.9627119001e-06
1.8402731132e-08,9.6408324433e-02,3.0701136706e-05
1.8412738055e-08,9.3737832507e-02,6.4203289878e-05
1.8422744978e-08,9.6506556289e-02,1.0254203483e-04
