time_s,intensity_random_phase,intensity_locked_phase
3.4203662322e-08,2.1407127467e-01,4.1324272088e-04
3.4213669244e-08,2.6171974450e-01,2.4129268577e-04
3.4223676167e-08,3.2307421758e-01,9.9708199652e-05
3.4233683090e-08,3.9904311177e-01,1.5424292118e-05
3.4243690013e-08,4.9018589079e-01,5.6229200043e-06
3.4253696936e-08,5.9660300186e-01,7.4436214043e-05
3.4263703859e-08,7.1783065592e-01,2.1192889840e-04
3.4273710782e-08,8.5275041068e-01,3.9559096641e-04
3.4283717704e-08,9.9952457297e-01,5.9412546162e-04
3.4293724627e-08,1.1555683130e+00,7.7289910117e-04
3.4303731550e-08,1.3175678741e+00,9.0011097278e-04
3.4313738473e-08,1.4815513439e+00,9.5258498845e-04
3.4323745396e-08,1.6430143072e+00,9.2013557246e-04
3.4333752319e-08,1.7970976880e+00,8.0768956715e-04
3.4343759242e-08,1.9388097416e+00,6.3473281119e-04
3.4353766164e-08,2.0632790795e+00,4.3212143589e-04
3.4363773087e-08,2.1660214434e+00,2.3677286991e-04
3.4373780010e-08,2.2432002331e+00,8.5144616019e-05
3.4383786933e-08,2.2918599624e+00,6.6476079250e-06
3.4393793856e-08,2.3101130599e+00,1.8178962035e-05
3.4403800779e-08,2.2972637126e+00,1.2078476998e-04
3.4413807702e-08,2.2538574834e+00,2.9910361912e-04
3.4423814624e-08,2.1816517192e+00,5.2375613578e-04
3.4433821547e-08,2.0835086407e+00,7.5631931126e-04
3.4443828470e-08,1.9632197390e+00,9.5605036049e-04
3.4453835393e-08,1.8252759655e+00,1.0871898369e-03
3.4463842316e-08,1.6746025807e+00,1.1255412486e-03
3.4473849239e-08,1.5162799629e+00,1.0631232032e-03
3.4483856162e-08,1.3552719778e+00,9.1000801361e-04
3.4493863084e-08,1.1961816923e+00,6.9294592166e-04
3.4503870007e-08,1.0430505753e+00,4.5094349473e-04
3.4513876930e-08,8.9921234193e-01,2.2851798296e-04
3.4523883853e-08,7.6720688069e-01,6.7786552278e-05
3.4533890776e-08,6.4875392513e-01,7.8874121618e-07
3.4543897699e-08,5.4478093632e-01,4.3434106549e-05
3.4553904622e-08,4.5549556663e-01,1.9220967239e-04
3.4563911544e-08,3.8049044621e-01,4.2431332057e-04
3.4573918467e-08,3.1886701481e-01,7.0127850567e-04
3.4583925390e-08,2.6936565532e-01,9.7552734955e-04
3.4593932313e-08,2.3049121949e-01,1.1987456954e-03
3.4603939236e-08,2.0062577617e-01,1.3306152306e-03
3.4613946159e-08,1.7812358592e-01,1.3463338681e-03
3.4623953082e-08,1.6138643001e-01,1.2415318207e-03
3.4633960004e-08,1.4892007598e-01,1.0336231020e-03
3.4643966927e-08,1.3937453790e-01,7.5924967091e-04
3.4653973850e-08,1.3157173133e-01,4.6817193597e-04
3.4663980773e-08,1.2452413631e-01,2.1461148927e-04
3.4673987696e-08,1.1744732062e-01,4.7540908964e-05
3.4683994619e-08,1.0976790996e-01,1.6484246798e-06
3.4694001542e-08,1.0112715416e-01,9.0632831694e-05
3.4704008464e-08,9.1378969413e-02,3.0411050099e-04
3.4714015387e-08,8.0580525577e-02,6.0880029051e-04
3.4724022310e-08,6.8973289199e-02,9.5389766891e-04
3.4734029233e-08,5.6952994421e-02,1.2797885031e-03
3.4744036156e-08,4.5028227387e-02,1.5286229109e-03
3.4754043079e-08,3.3768984047e-02,1.6548880528e-03
3.4764050002e-08,2.3748412467e-02,1.6340622053e-03
3.4774056924e-08,1.5482648853e-02,1.4677210987e-03
3.4784063847e-08,9.3748775274e-03,1.1840598583e-03
3.4794070770e-08,5.6702234421e-03,8.3359239092e-04
3.4804077693e-08,4.4276576681e-03,4.8065687371e-04
3.4814084616e-08,5.5137287900e-03,1.9213658200e-04
3.4824091539e-08,8.6207336559e-03,2.5355724071e-05
3.4834098462e-08,1.3309147116e-02,1.7323207517e-05
3.4844105384e-08,1.9071080188e-02,1.7732375316e-04
3.4854112307e-08,2.5408623800e-02,4.8431412835e-04
3.4864119230e-08,3.1918558489e-02,8.8975827257e-04
3.4874126153e-08,3.8373415800e-02,1.3255684211e-03
3.4884133076e-08,4.4788512151e-02,1.7158802069e-03
3.4894139999e-08,5.1465452894e-02,1.9906491882e-03
3.4904146922e-08,5.9004682447e-02,2.0986553549e-03
3.4914153844e-08,6.8282742282e-02,2.0175254249e-03
3.4924160767e-08,8.0393667879e-02,1.7588409170e-03
3.4934167690e-08,9.6557990206e-02,1.3672254851e-03
3.4944174613e-08,1.1800664476e-01,9.1336133261e-04
3.4954181536e-08,1.4585028095e-01,4.8198842527e-04
3.4964188459e-08,1.8094662206e-01,1.5689310241e-04
3.4974195382e-08,2.2377937792e-01,5.5159526802e-06
3.4984202304e-08,2.7436163248e-01,6.5976925485e-05
3.4994209227e-08,3.3217464898e-01,3.3898080294e-04
3.5004216150e-08,3.9614984904e-01,7.8626993392e-04
3.5014223073e-08,4.6469765548e-01,1.3361603975e-03
3.5024229996e-08,5.3578236940e-01,1.8954250297e-03
3.5034236919e-08,6.0703775669e-01,2.3655979035e-03
3.5044243842e-08,6.7591402409e-01,2.6608895865e-03
3.5054250764e-08,7.3984378776e-01,2.7244942383e-03
3.5064257687e-08,7.9641279950e-01,2.5402322262e-03
3.5074264610e-08,8.4352077862e-01,2.1371994371e-03
3.5084271533e-08,8.7951873381e-01,1.5862779151e-03
3.5094278456e-08,9.0331152448e-01,9.8880541332e-04
3.5104285379e-08,9.1441784249e-01,4.5915183791e-04
3.5114292302e-08,9.1298392338e-01,1.0414405001e-04
3.5124299224e-08,8.9975168206e-01,2.9878984622e-06
3.5134306147e-08,8.7598615854e-01,1.9140688539e-04
3.5144313070e-08,8.4337072711e-01,6.5310895826e-04
3.5154319993e-08,8.0388111984e-01,1.3204868049e-03
3.5164326916e-08,7.5965070290e-01,2.0848457125e-03
3.5174333839e-08,7.1283951690e-01,2.8147124875e-03
3.5184340762e-08,6.6551838749e-01,3.3792217202e-03
3.5194347684e-08,6.1957710059e-01,3.6724959153e-03
3.5204354607e-08,5.7666250145e-01,3.6345548633e-03
3.5214361530e-08,5.3814878096e-01,3.2647114416e-03
3.5224368453e-08,5.0513855819e-01,2.6245985116e-03
3.5234375376e-08,4.7849005006e-01,1.8297454160e-03
3.5244382299e-08,4.5886298493e-01,1.0306868956e-03
3.5254389221e-08,4.4677423166e-01,3.8657753222e-04
3.5264396144e-08,4.4265353063e-01,3.5830839308e-05
3.5274403067e-08,4.4689026049e-01,6.9095286626e-05
3.5284409990e-08,4.5986375811e-01,5.0973262260e-04
3.5294416913e-08,4.8195212620e-01,1.3058519564e-03
3.5304423836e-08,5.1351742432e-01,2.3360272694e-03
3.5314430759e-08,5.5486830239e-01,3.4283957828e-03
3.5324437681e-08,6.0620414753e-01,4.3903201871e-03
3.5334444604e-08,6.6754734518e-01,5.0436597265e-03
3.5344451527e-08,7.3867203282e-01,5.2593523246e-03
3.5354458450e-08,8.1903856623e-01,4.9847599304e-03
3.5364465373e-08,9.0774274421e-01,4.2581862081e-03
3.5374472296e-08,1.0034876761e+00,3.2070377697e-03
3.5384479219e-08,1.1045841613e+00,2.0289543607e-03
3.5394486141e-08,1.2089827956e+00,9.5839941935e-04
3.5404493064e-08,1.3143380090e+00,2.2410996410e-04
3.5414499987e-08,1.4181011717e+00,4.8926781977e-06
3.5424506910e-08,1.5176370963e+00,3.9207374994e-04
3.5434513833e-08,1.6103559691e+00,1.3662202062e-03
3.5444520756e-08,1.6938511870e+00,2.7935711606e-03
3.5454527679e-08,1.7660328805e+00,4.4442495749e-03
3.5464534601e-08,1.8252471120e+00,6.0303151760e-03
3.5474541524e-08,1.8703718189e+00,7.2577762768e-03
3.5484548447e-08,1.9008823811e+00,7.8835553012e-03
3.5494555370e-08,1.9168820669e+00,7.7667593797e-03
3.5504562293e-08,1.9190953063e+00,6.9038784588e-03
3.5514569216e-08,1.9088245224e+00,5.4398283109e-03
3.5524576139e-08,1.8878738751e+00,3.6508086137e-03
3.5534583061e-08,1.8584455311e+00,1.9001307934e-03
3.5544589984e-08,1.8230158006e+00,5.7358415741e-04
3.5554596907e-08,1.7841995721e+00,5.5165927089e-06
3.5564603830e-08,1.7446118813e+00,4.0962242566e-04
3.5574610753e-08,1.7067351855e+00,1.8287129091e-03
3.5584617676e-08,1.6728000525e+00,4.1151652883e-03
3.5594624599e-08,1.6446856218e+00,6.9485014881e-03
3.5604631521e-08,1.6238445021e+00,9.8893893947e-03
3.5614638444e-08,1.6112548902e+00,1.2461526715e-02
3.5624645367e-08,1.6074007856e+00,1.4245916637e-02
3.5634652290e-08,1.6122793773e+00,1.4967604569e-02
3.5644659213e-08,1.6254331187e+00,1.4554421942e-02
3.5654666136e-08,1.6460027549e+00,1.3151563374e-02
3.5664673059e-08,1.6727966985e+00,1.1085028797e-02
3.5674679981e-08,1.7043716543e+00,8.7802988229e-03
3.5684686904e-08,1.7391192828e+00,6.6583570678e-03
3.5694693827e-08,1.7753538951e+00,5.0468177749e-03
3.5704700750e-08,1.8113966549e+00,4.1564588959e-03
3.5714707673e-08,1.8456524310e+00,4.1798253962e-03
3.5724714596e-08,1.8766762377e+00,5.5661030362e-03
3.5734721519e-08,1.9032270448e+00,9.5134404692e-03
3.5744728441e-08,1.9243075761e+00,1.8695941736e-02
3.5754735364e-08,1.9391895050e+00,3.8208923969e-02
3.5764742287e-08,1.9474241677e+00,7.6675712218e-02
3.5774749210e-08,1.9488395309e+00,1.4741674717e-01
3.5784756133e-08,1.9435246842e+00,2.6954276404e-01
3.5794763056e-08,1.9318035573e+00,4.6880440905e-01
3.5804769979e-08,1.9141999255e+00,7.7801674719e-01
3.5814776901e-08,1.8913960374e+00,1.2368833990e+00
3.5824783824e-08,1.8641873990e+00,1.8910743094e+00
3.5834790747e-08,1.8334363507e+00,2.7904636345e+00
3.5844797670e-08,1.8000270727e+00,3.9865072538e+00
3.5854804593e-08,1.7648245214e+00,5.5288273964e+00
3.5864811516e-08,1.7286395281e+00,7.4611666557e+00
3.5874818439e-08,1.6922018532e+00,9.8169653253e+00
3.5884825361e-08,1.6561424040e+00,1.2614893764e+01
3.5894832284e-08,1.6209851071e+00,1.5854725090e+01
3.5904839207e-08,1.5871481126e+00,1.9513954344e+01
3.5914846130e-08,1.5549531766e+00,2.3545552573e+01
3.5924853053e-08,1.5246412856e+00,2.7877186237e+01
3.5934859976e-08,1.4963919503e+00,3.2412136173e+01
3.5944866899e-08,1.4703431863e+00,3.7032022858e+01
3.5954873821e-08,1.4466090918e+00,4.1601296440e+01
3.5964880744e-08,1.4252921695e+00,4.5973294424e+01
3.5974887667e-08,1.4064881309e+00,4.9997522092e+01
3.5984894590e-08,1.3902818282e+00,5.3527685781e+01
3.5994901513e-08,1.3767341078e+00,5.6429920447e+01
3.6004908436e-08,1.3658606463e+00,5.8590610701e+01
3.6014915359e-08,1.3576050705e+00,5.9923214598e+01
3.6024922281e-08,1.3518097279e+00,6.0373562496e+01
3.6034929204e-08,1.3481882006e+00,5.9923214598e+01
3.6044936127e-08,1.3463039401e+00,5.8590610701e+01
3.6054943050e-08,1.3455591558e+00,5.6429920447e+01
3.6064949973e-08,1.3451973160e+00,5.3527685781e+01
3.6074956896e-08,1.3443213596e+00,4.9997522092e+01
3.6084963819e-08,1.3419280961e+00,4.5973294424e+01
3.6094970741e-08,1.3369574575e+00,4.1601296440e+01
3.6104977664e-08,1.3283534704e+00,3.7032022858e+01
3.6114984587e-08,1.3151322488e+00,3.2412136173e+01
3.6124991510e-08,1.2964511788e+00,2.7877186237e+01
3.6134998433e-08,1.2716729269e+00,2.3545552573e+01
3.6145005356e-08,1.2404180456e+00,1.9513954344e+01
3.6155012279e-08,1.2026007962e+00,1.5854725090e+01
3.6165019201e-08,1.1584442768e+00,1.2614893764e+01
3.6175026124e-08,1.1084728982e+00,9.8169653253e+00
3.6185033047e-08,1.0534824738e+00,7.4611666557e+00
3.6195039970e-08,9.9449043721e-01,5.5288273964e+00
3.6205046893e-08,9.3267072410e-01,3.9865072538e+00
3.6215053816e-08,8.6927941172e-01,2.7904636345e+00
3.6225060739e-08,8.0557813115e-01,1.8910743094e+00
3.6235067661e-08,7.4276244122e-01,1.2368833990e+00
3.6245074584e-08,6.8190176268e-01,7.7801674719e-01
3.6255081507e-08,6.2389618375e-01,4.6880440905e-01
3.6265088430e-08,5.6945361322e-01,2.6954276404e-01
3.6275095353e-08,5.1908858278e-01,1.4741674717e-01
3.6285102276e-08,4.7314172972e-01,7.6675712218e-02
3.6295109199e-08,4.3181687478e-01,3.8208923969e-02
3.6305116121e-08,3.9523087187e-01,1.8695941736e-02
3.6315123044e-08,3.6347022235e-01,9.5134404693e-03
3.6325129967e-08,3.3664792492e-01,5.5661030362e-03
3.6335136890e-08,3.1495420072e-01,4.1798253962e-03
3.6345143813e-08,2.9869554544e-01,4.1564588959e-03
3.6355150736e-08,2.8831789706e-01,5.0468177749e-03
3.6365157659e-08,2.8441140224e-01,6.6583570678e-03
3.6375164581e-08,2.8769611618e-01,8.7802988229e-03
3.6385171504e-08,2.9898977681e-01,1.1085028797e-02
3.6395178427e-08,3.1916036861e-01,1.3151563374e-02
3.6405185350e-08,3.4906738445e-01,1.4554421942e-02
3.6415192273e-08,3.8949641244e-01,1.4967604569e-02
3.6425199196e-08,4.4109188004e-01,1.4245916637e-02
3.6435206118e-08,5.0429250772e-01,1.2461526715e-02
3.6445213041e-08,5.7927333590e-01,9.8893893947e-03
3.6455219964e-08,6.6589721710e-01,6.9485014881e-03
3.6465226887e-08,7.6367755804e-01,4.1151652883e-03
3.6475233810e-08,8.7175301433e-01,1.8287129091e-03
3.6485240733e-08,9.8887393292e-01,4.0962242566e-04
3.6495247656e-08,1.1133997283e+00,5.5165927089e-06
3.6505254578e-08,1.2433061471e+00,5.7358415741e-04
3.6515261501e-08,1.3762015523e+00,1.9001307934e-03
3.6525268424e-08,1.5093519090e+00,3.6508086137e-03
3.6535275347e-08,1.6397149871e+00,5.4398283109e-03
3.6545282270e-08,1.7639852661e+00,6.9038784588e-03
3.6555289193e-08,1.8786519452e+00,7.7667593797e-03
3.6565296116e-08,1.9800731143e+00,7.8835553012e-03
3.6575303038e-08,2.0645693192e+00,7.2577762768e-03
3.6585309961e-08,2.1285392759e+00,6.0303151760e-03
3.6595316884e-08,2.1685992309e+00,4.4442495749e-03
3.6605323807e-08,2.1817453857e+00,2.7935711606e-03
3.6615330730e-08,2.1655359874e+00,1.3662202062e-03
3.6625337653e-08,2.1182863058e+00,3.9207374994e-04
3.6635344576e-08,2.0392660952e+00,4.8926781977e-06
3.6645351498e-08,1.9288856773e+00,2.2410996410e-04
3.6655358421e-08,1.7888539568e+00,9.5839941934e-04
3.6665365344e-08,1.6222899908e+00,2.0289543607e-03
3.6675372267e-08,1.4337696310e+00,3.2070377697e-03
3.6685379190e-08,1.2292905844e+00,4.2581862081e-03
3.6695386113e-08,1.0161431735e+00,4.9847599304e-03
3.6705393036e-08,8.0268007679e-01,5.2593523246e-03
3.6715399958e-08,5.9798608862e-01,5.0436597265e-03
3.6725406881e-08,4.1145790770e-01,4.3903201871e-03
3.6735413804e-08,2.5231336304e-01,3.4283957828e-03
3.6745420727e-08,1.2905836661e-01,2.3360272694e-03
3.6755427650e-08,4.8947231579e-02,1.3058519564e-03
3.6765434573e-08,1.7476832655e-02,5.0973262260e-04
3.6775441496e-08,3.7956598216e-02,6.9095286626e-05
3.6785448418e-08,1.1119397580e-01,3.5830839308e-05
3.6795455341e-08,2.3532864097e-01,3.8657753222e-04
3.6805462264e-08,4.0583859293e-01,1.0306868956e-03
3.6815469187e-08,6.1572811045e-01,1.8297454160e-03
3.6825476110e-08,8.5589243857e-01,2.6245985116e-03
3.6835483033e-08,1.1156384557e+00,3.2647114416e-03
3.6845489956e-08,1.3833260082e+00,3.6345548633e-03
3.6855496878e-08,1.6470826620e+00,3.6724959153e-03
3.6865503801e-08,1.8955366844e+00,3.3792217202e-03
3.6875510724e-08,2.1185101382e+00,2.8147124875e-03
3.6885517647e-08,2.3076165511e+00,2.0848457125e-03
3.6895524570e-08,2.4567156315e+00,1.3204868049e-03
3.6905531493e-08,2.5621902485e+00,6.5310895826e-04
3.6915538416e-08,2.6230271308e+00,1.9140688539e-04
3.6925545338e-08,2.6407008235e+00,2.9878984624e-06
3.6935552261e-08,2.6188784501e+00,1.0414405001e-04
3.6945559184e-08,2.5629788533e+00,4.5915183791e-04
3.6955566107e-08,2.4796320123e+00,9.8880541331e-04
3.6965573030e-08,2.3760919538e+00,1.5862779151e-03
3.6975579953e-08,2.2596579750e+00,2.1371994371e-03
3.6985586876e-08,2.1371548127e+00,2.5402322262e-03
3.6995593798e-08,2.0145130554e+00,2.7244942383e-03
3.7005600721e-08,1.8964778235e+00,2.6608895865e-03
3.7015607644e-08,1.7864582070e+00,2.3655979035e-03
3.7025614567e-08,1.6865140543e+00,1.8954250297e-03
3.7035621490e-08,1.5974623601e+00,1.3361603975e-03
3.7045628413e-08,1.5190743491e+00,7.8626993392e-04
3.7055635336e-08,1.4503276016e+00,3.3898080294e-04
3.7065642258e-08,1.3896758194e+00,6.5976925487e-05
3.7075649181e-08,1.3353020067e+00,5.5159526801e-06
3.7085656104e-08,1.2853282374e+00,1.5689310241e-04
3.7095663027e-08,1.2379655337e+00,4.8198842527e-04
3.7105669950e-08,1.1915990970e+00,9.1336133261e-04
3.7115676873e-08,1.1448154584e+00,1.3672254851e-03
3.7125683796e-08,1.0963874411e+00,1.7588409170e-03
3.7135690718e-08,1.0452388516e+00,2.0175254249e-03
3.7145697641e-08,9.9041276734e-01,2.0986553549e-03
3.7155704564e-08,9.3106498703e-01,1.9906491882e-03
3.7165711487e-08,8.6649812181e-01,1.7158802069e-03
3.7175718410e-08,7.9624292556e-01,1.3255684211e-03
3.7185725333e-08,7.2018320291e-01,8.8975827256e-04
3.7195732256e-08,6.3871059422e-01,4.8431412835e-04
3.7205739178e-08,5.5288728240e-01,1.7732375316e-04
3.7215746101e-08,4.6458950413e-01,1.7323207517e-05
3.7225753024e-08,3.7660354131e-01,2.5355724071e-05
3.7235759947e-08,2.9264891441e-01,1.9213658200e-04
3.7245766870e-08,2.1731049258e-01,4.8065687370e-04
3.7255773793e-08,1.5587131121e-01,8.3359239092e-04
3.7265780716e-08,1.1404974445e-01,1.1840598583e-03
3.7275787638e-08,9.7656763493e-02,1.4677210987e-03
3.7285794561e-08,1.1219972699e-01,1.6340622053e-03
3.7295801484e-08,1.6246708122e-01,1.6548880528e-03
3.7305808407e-08,2.5213244464e-01,1.5286229109e-03
3.7315815330e-08,3.8341626517e-01,1.2797885031e-03
3.7325822253e-08,5.5683858506e-01,9.5389766891e-04
3.7335829176e-08,7.7108799381e-01,6.0880029051e-04
3.7345836098e-08,1.0230206242e+00,3.0411050099e-04
3.7355843021e-08,1.3077903946e+00,9.0632831693e-05
3.7365849944e-08,1.6190991005e+00,1.6484246798e-06
3.7375856867e-08,1.9495438308e+00,4.7540908964e-05
3.7385863790e-08,2.2910307049e+00,2.1461148927e-04
3.7395870713e-08,2.6352189206e+00,4.6817193597e-04
3.7405877636e-08,2.9739579165e+00,7.5924967091e-04
3.7415884558e-08,3.2996830027e+00,1.0336231020e-03
3.7425891481e-08,3.6057405730e+00,1.2415318207e-03
3.7435898404e-08,3.8866221499e+00,1.3463338681e-03
3.7445905327e-08,4.1380960139e+00,1.3306152306e-03
3.7455912250e-08,4.3572349516e+00,1.1987456954e-03
3.7465919173e-08,4.5423477600e+00,9.7552734955e-04
3.7475926096e-08,4.6928297601e+00,7.0127850567e-04
3.7485933018e-08,4.8089531827e+00,4.2431332057e-04
3.7495939941e-08,4.8916216337e+00,1.9220967239e-04
3.7505946864e-08,4.9421139204e+00,4.3434106549e-05
3.7515953787e-08,4.9618415429e+00,7.8874121624e-07
3.7525960710e-08,4.9521414467e+00,6.7786552279e-05
3.7535967633e-08,4.9141215997e+00,2.2851798296e-04
3.7545974556e-08,4.8485719914e+00,4.5094349474e-04
3.7555981478e-08,4.7559480921e+00,6.9294592166e-04
3.7565988401e-08,4.6364279582e+00,9.1000801361e-04
3.7575995324e-08,4.4900382593e+00,1.0631232032e-03
3.7586002247e-08,4.3168387640e+00,1.1255412486e-03
3.7596009170e-08,4.1171494990e+00,1.0871898369e-03
3.7606016093e-08,3.8918001820e+00,9.5605036049e-04
3.7616023015e-08,3.6423779802e+00,7.5631931126e-04
3.7626029938e-08,3.3714475628e+00,5.2375613578e-04
3.7636036861e-08,3.0827172104e+00,2.9910361912e-04
3.7646043784e-08,2.7811267637e+00,1.2078476998e-04
3.7656050707e-08,2.4728376463e+00,1.8178962034e-05
3.7666057630e-08,2.1651120778e+00,6.6476079251e-06
3.7676064553e-08,1.8660776016e+00,8.5144616019e-05
3.7686071475e-08,1.5843835980e+00,2.3677286991e-04
3.7696078398e-08,1.3287676294e+00,4.3212143589e-04
3.7706085321e-08,1.1075601544e+00,6.3473281119e-04
3.7716092244e-08,9.2816510969e-01,8.0768956715e-04
3.7726099167e-08,7.9655989008e-01,9.2013557246e-04
3.7736106090e-08,7.1686035577e-01,9.5258498846e-04
3.7746113013e-08,6.9099401514e-01,9.0011097278e-04
3.7756119935e-08,7.1851731525e-01,7.7289910117e-04
3.7766126858e-08,7.9660141859e-01,5.9412546162e-04
3.7776133781e-08,9.2019591419e-01,3.9559096641e-04
3.7786140704e-08,1.0823630488e+00,2.1192889840e-04
3.7796147627e-08,1.2747580552e+00,7.4436214043e-05
3.7806154550e-08,1.4882159174e+00,5.6229200044e-06
3.7816161473e-08,1.7133932694e+00,1.5424292118e-05
3.7826168395e-08,1.9414075511e+00,9.9708199652e-05
3.7836175318e-08,2.1644149858e+00,2.4129268577e-04
3.7846182241e-08,2.3760746524e+00,4.1324272088e-04
3.7856189164e-08,2.5718574024e+00,5.8381870731e-04
3.7866196087e-08,2.7491744314e+00,7.2217148334e-04
3.7876203010e-08,2.9073191618e+00,8.0376563723e-04
3.7886209933e-08,3.0472356019e+00,8.1458137351e-04
3.7896216855e-08,3.1711442499e+00,7.5337926380e-04
3.7906223778e-08,3.2820708482e+00,6.3166747711e-04
3.7916230701e-08,3.3833322283e+00,4.7142264875e-04
3.7926237624e-08,3.4780361320e+00,3.0100995002e-04
3.7936244547e-08,3.5686480413e+00,1.5005617578e-04
3.7946251470e-08,3.6566682838e+00,4.4199282244e-05
3.7956258393e-08,3.7424482988e+00,6.4167538804e-07
3.7966265315e-08,3.8251578004e+00,2.5275211245e-05
3.7976272238e-08,3.9028968066e+00,1.1185448609e-04
3.7986279161e-08,3.9729302681e+00,2.4332532895e-04
3.7996286084e-08,4.0320102553e+00,3.9503394836e-04
3.8006293007e-08,4.0767427361e+00,5.3921622503e-04
3.8016299930e-08,4.1039536601e+00,6.4995245179e-04
3.8026306853e-08,4.1110123482e+00,7.0770597550e-04
3.8036313775e-08,4.0960783696e+00,7.0265370652e-04
3.8046320698e-08,4.0582498547e+00,6.3624369957e-04
3.8056327621e-08,3.9976048387e+00,5.2073748277e-04
3.8066334544e-08,3.9151409041e+00,3.7685406711e-04
3.8076341467e-08,3.8126303125e+00,2.2996475371e-04
3.8086348390e-08,3.6924165801e+00,1.0553503489e-04
3.8096355313e-08,3.5571831184e+00,2.4630102313e-05
3.8106362235e-08,3.4097248267e+00,2.7485026193e-07
3.8116369158e-08,3.2527496904e+00,3.5294883485e-05
3.8126376081e-08,3.0887303455e+00,1.2199326680e-04
3.8136383004e-08,2.9198164565e+00,2.4368827666e-04
3.8146389927e-08,2.7478090489e+00,3.7780919995e-04
3.8156396850e-08,2.5741890544e+00,4.9997799326e-04
3.8166403773e-08,2.4001854571e+00,5.8834072116e-04
3.8176410695e-08,2.2268643918e+00,6.2738116978e-04
3.8186417618e-08,2.0552196938e+00,6.1055317981e-04
3.8196424541e-08,1.8862475801e+00,5.4128744381e-04
3.8206431464e-08,1.7209927822e+00,4.3222226320e-04
3.8216438387e-08,1.5605596413e+00,3.0282312512e-04
3.8226445310e-08,1.4060883389e+00,1.7583708375e-04
3.8236452233e-08,1.2587025084e+00,7.3225906449e-05
3.8246459155e-08,1.1194390421e+00,1.2303295997e-05
3.8256466078e-08,9.8917337451e-01,2.7538107499e-06
3.8266473001e-08,8.6855362976e-01,4.5044860908e-05
3.8276479924e-08,7.5795493480e-01,1.3048953279e-04
3.8286486847e-08,6.5746137829e-01,2.4292302588e-04
3.8296493770e-08,5.6687828511e-01,3.6167175807e-04
3.8306500693e-08,4.8577250733e-01,4.6527146724e-04
3.8316507615e-08,4.1353412640e-01,5.3526715840e-04
3.8326514538e-08,3.4944998157e-01,5.5942369490e-04
3.8336521461e-08,2.9277819808e-01,5.3379006348e-04
3.8346528384e-08,2.4281349336e-01,4.6327091234e-04
3.8356535307e-08,1.9893529000e-01,3.6062731466e-04
3.8366542230e-08,1.6063409898e-01,2.4410671457e-04
3.8376549153e-08,1.2751562098e-01,1.3414057680e-04
3.8386556075e-08,9.9285847296e-02,4.9705976618e-05
3.8396562998e-08,7.5723480030e-02,4.9976829850e-06
3.8406569921e-08,5.6647744997e-02,6.9929530066e-06
3.8416576844e-08,4.1889882948e-02,5.4325306627e-05
3.8426583767e-08,3.1275285912e-02,1.3764671443e-04
3.8436590690e-08,2.4620662904e-02,2.4139265892e-04
3.8446597613e-08,2.1747247979e-02,3.4661849538e-04
3.8456604535e-08,2.2507503563e-02,4.3439149505e-04
3.8466611458e-08,2.6819647853e-02,4.8913241551e-04
3.8476618381e-08,3.4702194806e-02,5.0131800905e-04
3.8486625304e-08,4.6299922350e-02,4.6907690606e-04
3.8496632227e-08,6.1893439019e-02,3.9841300756e-04
3.8506639150e-08,8.1886713721e-02,3.0203621807e-04
3.8516646073e-08,1.0677024912e-01,1.9702615119e-04
3.8526652995e-08,1.3706151645e-01,1.0175704612e-04
3.8536659918e-08,1.7322822618e-01,3.2636457666e-05
3.8546666841e-08,2.1560337117e-01,1.2355096548e-06
3.8556673764e-08,2.6430321475e-01,1.2311554339e-05
3.8566680687e-08,3.1916013165e-01,6.3059916189e-05
3.8576687610e-08,3.7968128461e-01,1.4371012714e-04
3.8586694533e-08,4.4504160744e-01,2.3934344031e-04
3.8596701455e-08,5.1411576025e-01,3.3259471465e-04
3.8606708378e-08,5.8554910023e-01,4.0675030983e-04
3.8616715301e-08,6.5786285462e-01,4.4869027221e-04
3.8626722224e-08,7.2958421050e-01,4.5115782372e-04
3.8636729147e-08,7.9938851422e-01,4.1396457012e-04
3.8646736070e-08,8.6623864707e-01,3.4393263558e-04
3.8656742993e-08,9.2950618306e-01,2.5360025458e-04
3.8666749915e-08,9.8906020541e-01,1.5893508110e-04
3.8676756838e-08,1.0453125222e+00,7.6471338870e-05
3.8686763761e-08,1.0992121594e+00,2.0383237561e-05
3.8696770684e-08,1.1521869641e+00,1.1813570708e-08
3.8706777607e-08,1.2060353931e+00,1.8275850973e-05
3.8716784530e-08,1.2627765314e+00,7.1236197600e-05
3.8726791453e-08,1.3244705937e+00,1.4887599078e-04
3.8736798375e-08,1.3930251800e+00,2.3694406430e-04
3.8746805298e-08,1.4700041282e+00,3.1952316548e-04
3.8756812221e-08,1.5564557833e+00,3.8186092338e-04
3.8766819144e-08,1.6527759398e+00,4.1296081443e-04
3.8776826067e-08,1.7586177568e+00,4.0747882654e-04
3.8786832990e-08,1.8728569159e+00,3.6659949875e-04
3.8796839912e-08,1.9936155398e+00,2.9774898742e-04
3.8806846835e-08,2.1183433794e+00,2.1320967471e-04
3.8816853758e-08,2.2439499233e+00,1.2789384954e-04
3.8826860681e-08,2.3669768355e+00,5.6679292074e-05
3.8836867604e-08,2.4837968344e+00,1.1782133088e-05
3.8846874527e-08,2.5908230784e+00,6.3020714262e-07
