q_Ainv,omega_meV,intensity_clean,intensity_noisy
0.5785714285714285,-23.035714285714285,1.4165295421417823,4.0
0.5785714285714285,-22.857142857142858,1.4301953350981753,2.0
0.5785714285714285,-22.678571428571427,1.4444645205414917,0.0
0.5785714285714285,-22.5,1.4593741904578441,3.0
0.5785714285714285,-22.32142857142857,1.4749643345228456,1.0
0.5785714285714285,-22.142857142857142,1.49127811338861,1.0
0.5785714285714285,-21.964285714285715,1.5083621620730048,2.0
0.5785714285714285,-21.785714285714285,1.5262669272310272,1.0
0.5785714285714285,-21.607142857142858,1.545047042618699,3.0
0.5785714285714285,-21.428571428571427,1.5647617476720843,1.0
0.5785714285714285,-21.25,1.5854753548315872,3.0
0.5785714285714285,-21.07142857142857,1.6072577720604702,1.0
0.5785714285714285,-20.892857142857142,1.6301850879552884,2.0
0.5785714285714285,-20.714285714285715,1.6543402279467303,2.0
0.5785714285714285,-20.535714285714285,1.679813691367993,0.0
0.5785714285714285,-20.357142857142858,1.7067043806547897,1.0
0.5785714285714285,-20.17857142857143,1.7351205356720039,1.0
0.5785714285714285,-20.0,1.7651807881786927,5.0
0.5785714285714285,-19.82142857142857,1.7970153537944622,2.0
0.5785714285714285,-19.642857142857142,1.8307673815731536,1.0
0.5785714285714285,-19.464285714285715,1.866594484490284,3.0
0.5785714285714285,-19.285714285714285,1.9046704778849834,3.0
0.5785714285714285,-19.107142857142858,1.94518735725232,4.0
0.5785714285714285,-18.92857142857143,1.988357551856271,3.0
0.5785714285714285,-18.75,2.0344164965365943,4.0
0.5785714285714285,-18.57142857142857,2.0836255709332505,1.0
0.5785714285714285,-18.392857142857142,2.136275463274222,3.0
0.5785714285714285,-18.214285714285715,2.1926900249892336,2.0
0.5785714285714285,-18.035714285714285,2.2532306928315267,1.0
0.5785714285714285,-17.857142857142858,2.3183015669851597,1.0
0.5785714285714285,-17.67857142857143,2.388355246809135,5.0
0.5785714285714285,-17.5,2.4638995402998267,5.0
0.5785714285714285,-17.32142857142857,2.5455051787077196,5.0
0.5785714285714285,-17.142857142857142,2.633814683348838,3.0
0.5785714285714285,-16.964285714285715,2.729552546286675,0.0
0.5785714285714285,-16.785714285714285,2.833536898156229,1.0
0.5785714285714285,-16.607142857142858,2.9466928415705977,7.0
0.5785714285714285,-16.42857142857143,3.070067621891202,0.0
0.5785714285714285,-16.25,3.2048477801999593,3.0
0.5785714285714285,-16.07142857142857,3.3523783730393353,3.0
0.5785714285714285,-15.892857142857142,3.514184229995935,1.0
0.5785714285714285,-15.714285714285714,3.6919930235175706,4.0
0.5785714285714285,-15.535714285714285,3.887759600807323,4.0
0.5785714285714285,-15.357142857142858,4.103690509552262,2.0
0.5785714285714285,-15.178571428571429,4.342266842598161,4.0
0.5785714285714285,-15.0,4.606262296938631,5.0
0.5785714285714285,-14.821428571428571,4.898751504780296,2.0
0.5785714285714285,-14.642857142857142,5.2231010066320005,6.0
0.5785714285714285,-14.464285714285714,5.582931403753676,4.0
0.5785714285714285,-14.285714285714285,5.982033940634967,10.0
0.5785714285714285,-14.107142857142858,6.424217811010599,2.0
0.5785714285714285,-13.928571428571429,6.91305597277155,5.0
0.5785714285714285,-13.75,7.451488133683456,8.0
0.5785714285714285,-13.571428571428571,8.041232424756357,13.0
0.5785714285714285,-13.392857142857142,8.681957638510399,7.0
0.5785714285714285,-13.214285714285714,9.370185740925251,12.0
0.5785714285714285,-13.035714285714285,10.097944847821635,9.0
0.5785714285714285,-12.857142857142858,10.851293982626327,10.0
0.5785714285714285,-12.678571428571429,11.6090036076879,11.0
0.5785714285714285,-12.5,12.341882155551538,11.0
0.5785714285714285,-12.321428571428571,13.013410822353624,10.0
0.5785714285714285,-12.142857142857142,13.58233266978639,12.0
0.5785714285714285,-11.964285714285714,14.007455007138876,15.0
0.5785714285714285,-11.785714285714285,14.25410745222297,13.0
0.5785714285714285,-11.607142857142858,14.300711263968935,13.0
0.5785714285714285,-11.428571428571429,14.14334881321549,15.0
0.5785714285714285,-11.25,13.796631435484862,9.0
0.5785714285714285,-11.071428571428571,13.290524051498974,9.0
0.5785714285714285,-10.892857142857142,12.664348663926328,8.0
0.5785714285714285,-10.714285714285714,11.960042866211396,10.0
0.5785714285714285,-10.535714285714285,11.216543369110099,13.0
0.5785714285714285,-10.357142857142858,10.466270151575868,15.0
0.5785714285714285,-10.178571428571429,9.733745574426939,7.0
0.5785714285714285,-10.0,9.035809826437236,4.0
0.5785714285714285,-9.821428571428571,8.382743343327348,11.0
0.5785714285714285,-9.642857142857142,7.779723117283556,5.0
0.5785714285714285,-9.464285714285714,7.228245692845341,4.0
0.5785714285714285,-9.285714285714285,6.727335320277715,4.0
0.5785714285714285,-9.107142857142858,6.274482145108905,4.0
0.5785714285714285,-8.928571428571427,5.8663247309689455,8.0
0.5785714285714285,-8.75,5.499120501744034,8.0
0.5785714285714285,-8.57142857142857,5.169053802737059,6.0
0.5785714285714285,-8.392857142857142,4.872426363505661,1.0
0.5785714285714285,-8.214285714285715,4.605766194513147,3.0
0.5785714285714285,-8.035714285714285,4.365882000926793,1.0
0.5785714285714285,-7.857142857142858,4.149882547888466,3.0
0.5785714285714285,-7.678571428571427,3.955174444993805,5.0
0.5785714285714285,-7.5,3.7794474163587166,4.0
0.5785714285714285,-7.321428571428569,3.6206529968955805,2.0
0.5785714285714285,-7.142857142857142,3.4769804371212323,5.0
0.5785714285714285,-6.964285714285715,3.346832142010799,3.0
0.5785714285714285,-6.785714285714285,3.228800005852793,6.0
0.5785714285714285,-6.607142857142858,3.1216433805698487,1.0
0.5785714285714285,-6.428571428571427,3.024269019412748,4.0
0.5785714285714285,-6.25,2.935713094563736,7.0
0.5785714285714285,-6.071428571428569,2.855125243476125,4.0
0.5785714285714285,-5.892857142857142,2.7817545192963813,3.0
0.5785714285714285,-5.714285714285715,2.7149370818422875,3.0
0.5785714285714285,-5.535714285714285,2.6540854517792702,3.0
0.5785714285714285,-5.357142857142858,2.598679151704349,1.0
0.5785714285714285,-5.178571428571427,2.5482565672937434,3.0
0.5785714285714285,-5.0,2.5024078753736965,2.0
0.5785714285714285,-4.821428571428569,2.460768901190813,3.0
0.5785714285714285,-4.642857142857142,2.4230157828021075,3.0
0.5785714285714285,-4.464285714285715,2.3888603357481237,2.0
0.5785714285714285,-4.285714285714285,2.358046026859336,3.0
0.5785714285714285,-4.107142857142858,2.3303444882967925,2.0
0.5785714285714285,-3.928571428571427,2.305552559590485,1.0
0.5785714285714285,-3.75,2.2834900478740634,1.0
0.5785714285714285,-3.5714285714285694,2.263999144232794,3.0
0.5785714285714285,-3.3928571428571423,2.246949005660386,1.0
0.5785714285714285,-3.2142857142857153,2.2322570160414483,0.0
0.5785714285714285,-3.0357142857142847,2.2199604903098122,3.0
0.5785714285714285,-2.8571428571428577,2.2104270916048936,4.0
0.5785714285714285,-2.678571428571427,2.204907450045857,1.0
0.5785714285714285,-2.5,2.206835505202049,1.0
0.5785714285714285,-2.3214285714285694,2.2245487631574488,0.0
0.5785714285714285,-2.1428571428571423,2.276271415237765,2.0
0.5785714285714285,-1.9642857142857153,2.397884593818973,2.0
0.5785714285714285,-1.7857142857142847,2.6526142868430282,1.0
0.5785714285714285,-1.6071428571428577,3.1389092673995904,6.0
0.5785714285714285,-1.428571428571427,3.9890683377330167,4.0
0.5785714285714285,-1.25,5.348984507653546,6.0
0.5785714285714285,-1.0714285714285694,7.332495210687864,19.0
0.5785714285714285,-0.8928571428571423,9.95500691746549,11.0
0.5785714285714285,-0.7142857142857153,13.068080434855329,17.0
0.5785714285714285,-0.5357142857142847,16.33020347589326,16.0
0.5785714285714285,-0.35714285714285765,19.246269796813888,24.0
0.5785714285714285,-0.17857142857142705,21.282754719619,12.0
0.5785714285714285,0.0,22.025942382295096,24.0
0.5785714285714285,0.1785714285714306,21.319740423767172,31.0
0.5785714285714285,0.35714285714285765,19.320336533975194,14.0
0.5785714285714285,0.5357142857142847,16.441542492643222,15.0
0.5785714285714285,0.7142857142857153,13.2169800796419,14.0
0.5785714285714285,0.8928571428571423,10.141854433135203,3.0
0.5785714285714285,1.071428571428573,7.557779155220496,9.0
0.5785714285714285,1.25,5.613297830078319,5.0
0.5785714285714285,1.4285714285714306,4.29311214378243,5.0
0.5785714285714285,1.6071428571428577,3.483497317630971,4.0
0.5785714285714285,1.7857142857142847,3.038678278862964,5.0
0.5785714285714285,1.9642857142857153,2.8264802900525434,2.0
0.5785714285714285,2.1428571428571423,2.7485856885709565,4.0
0.5785714285714285,2.321428571428573,2.7419076449611675,4.0
0.5785714285714285,2.5,2.7707133339578185,2.0
0.5785714285714285,2.6785714285714306,2.8169372343143277,3.0
0.5785714285714285,2.8571428571428577,2.872412218728825,2.0
0.5785714285714285,3.0357142857142847,2.9338879323952614,0.0
0.5785714285714285,3.2142857142857153,3.0003122078473092,5.0
0.5785714285714285,3.3928571428571423,3.071532595551793,2.0
0.5785714285714285,3.571428571428573,3.1477458499066384,1.0
0.5785714285714285,3.75,3.2292898838313464,3.0
0.5785714285714285,3.9285714285714306,3.31657474411049,3.0
0.5785714285714285,4.107142857142858,3.41006438489253,3.0
0.5785714285714285,4.285714285714285,3.510275529942169,3.0
0.5785714285714285,4.464285714285715,3.6177821737485045,1.0
0.5785714285714285,4.642857142857142,3.733222285714793,3.0
0.5785714285714285,4.821428571428573,3.857305865065856,4.0
0.5785714285714285,5.0,3.9908242554914017,5.0
0.5785714285714285,5.178571428571431,4.134660846668151,2.0
0.5785714285714285,5.357142857142858,4.289803364338287,0.0
0.5785714285714285,5.535714285714285,4.457357993007099,2.0
0.5785714285714285,5.714285714285715,4.638565613338866,3.0
0.5785714285714285,5.892857142857142,4.834820475777459,8.0
0.5785714285714285,6.071428571428573,5.047691672899404,11.0
0.5785714285714285,6.25,5.278947813475794,6.0
0.5785714285714285,6.428571428571431,5.530585337201175,8.0
0.5785714285714285,6.607142857142858,5.804860933844272,7.0
0.5785714285714285,6.785714285714285,6.104328533351083,6.0
0.5785714285714285,6.964285714285715,6.431881297045908,4.0
0.5785714285714285,7.142857142857146,6.790798937872492,6.0
0.5785714285714285,7.321428571428569,7.18480048867483,8.0
0.5785714285714285,7.5,7.6181022597499775,8.0
0.5785714285714285,7.678571428571431,8.095480087170717,7.0
0.5785714285714285,7.857142857142861,8.622333933617492,12.0
0.5785714285714285,8.035714285714285,9.204751261935627,11.0
0.5785714285714285,8.214285714285715,9.84956306885514,9.0
0.5785714285714285,8.392857142857146,10.564382637001303,14.0
0.5785714285714285,8.57142857142857,11.357611390107076,16.0
0.5785714285714285,8.75,12.238388020113701,15.0
0.5785714285714285,8.92857142857143,13.216445485637095,19.0
0.5785714285714285,9.107142857142861,14.30182479777947,18.0
0.5785714285714285,9.285714285714285,15.504374403435456,17.0
0.5785714285714285,9.464285714285715,16.83294045384431,16.0
0.5785714285714285,9.642857142857146,18.294130244891573,28.0
0.5785714285714285,9.82142857142857,19.89051819101663,24.0
0.5785714285714285,10.0,21.618179764690723,17.0
0.5785714285714285,10.17857142857143,23.463515820772002,22.0
0.5785714285714285,10.357142857142861,25.399512195072507,27.0
0.5785714285714285,10.535714285714285,27.381911735344936,22.0
0.5785714285714285,10.714285714285715,29.34626398004744,34.0
0.5785714285714285,10.892857142857146,31.207358861865107,28.0
0.5785714285714285,11.07142857142857,32.86285645352641,35.0
0.5785714285714285,11.25,34.20252857396867,35.0
0.5785714285714285,11.42857142857143,35.12302199453951,34.0
0.5785714285714285,11.607142857142861,35.5455788122954,30.0
0.5785714285714285,11.785714285714285,35.431798583057386,28.0
0.5785714285714285,11.964285714285715,34.79198498282032,32.0
0.5785714285714285,12.142857142857146,33.6828646216026,36.0
0.5785714285714285,12.32142857142857,32.19557596063718,39.0
0.5785714285714285,12.5,30.438401487945487,34.0
0.5785714285714285,12.67857142857143,28.519792376842656,30.0
0.5785714285714285,12.857142857142861,26.535745182368387,26.0
0.5785714285714285,13.035714285714285,24.562996259501322,23.0
0.5785714285714285,13.214285714285715,22.657353183059286,27.0
0.5785714285714285,13.392857142857146,20.855465002495745,16.0
0.5785714285714285,13.57142857142857,19.178290540958614,20.0
0.5785714285714285,13.75,17.634976152931326,23.0
0.5785714285714285,13.92857142857143,16.22639645224135,19.0
0.5785714285714285,14.107142857142861,14.948039122513254,21.0
0.5785714285714285,14.285714285714285,13.792180737647268,10.0
0.5785714285714285,14.464285714285715,12.749433214369539,9.0
0.5785714285714285,14.642857142857146,11.809787390042812,17.0
0.5785714285714285,14.82142857142857,10.96328116625539,10.0
0.5785714285714285,15.0,10.200400877524268,11.0
0.5785714285714285,15.17857142857143,9.512300562989283,7.0
0.5785714285714285,15.357142857142861,8.890901454862659,6.0
0.5785714285714285,15.535714285714285,8.328915710132556,10.0
0.5785714285714285,15.714285714285715,7.819824515741437,6.0
0.5785714285714285,15.892857142857146,7.357830623238683,13.0
0.5785714285714285,16.07142857142857,6.937798303847158,10.0
0.5785714285714285,16.25,6.55518888463818,5.0
0.5785714285714285,16.42857142857143,6.205996794065307,5.0
0.5785714285714285,16.60714285714286,5.88668892479472,3.0
0.5785714285714285,16.785714285714285,5.59414875995423,3.0
0.5785714285714285,16.964285714285715,5.325625855835007,5.0
0.5785714285714285,17.142857142857146,5.0786907570815085,4.0
0.5785714285714285,17.32142857142857,4.8511951220891865,5.0
0.5785714285714285,17.5,4.641236677900449,3.0
0.5785714285714285,17.67857142857143,4.447128553068571,1.0
0.5785714285714285,17.85714285714286,4.267372519454308,3.0
0.5785714285714285,18.035714285714285,4.100635687506468,6.0
0.5785714285714285,18.214285714285715,3.9457302300574195,5.0
0.5785714285714285,18.392857142857146,3.8015957481345097,1.0
0.5785714285714285,18.57142857142857,3.6672839333048217,3.0
0.5785714285714285,18.75,3.54194522143078,3.0
0.5785714285714285,18.92857142857143,3.424817170644501,6.0
0.5785714285714285,19.10714285714286,3.3152143309764672,3.0
0.5785714285714285,19.285714285714285,3.2125194040787766,2.0
0.5785714285714285,19.464285714285715,3.1161755188714437,1.0
0.5785714285714285,19.642857142857146,3.0256794729038985,2.0
0.5785714285714285,19.82142857142857,2.9405758100473744,3.0
0.5785714285714285,20.0,2.8604516231405217,1.0
0.5785714285714285,20.17857142857143,2.7849319857267303,4.0
0.5785714285714285,20.35714285714286,2.7136759303597495,1.0
0.5785714285714285,20.535714285714285,2.6463729024018465,2.0
0.5785714285714285,20.714285714285715,2.5827396280543824,3.0
0.5785714285714285,20.892857142857146,2.52251734377338,6.0
0.5785714285714285,21.07142857142857,2.4654693414323177,4.0
0.5785714285714285,21.25,2.4113787897749637,1.0
0.5785714285714285,21.42857142857143,2.3600467980019326,4.0
0.5785714285714285,21.60714285714286,2.311290691884317,1.0
0.5785714285714285,21.785714285714285,2.264942476706298,1.0
0.5785714285714285,21.964285714285715,2.2208474646995087,3.0
0.5785714285714285,22.142857142857146,2.178863047525367,2.0
0.5785714285714285,22.32142857142857,2.138857596855341,0.0
0.5785714285714285,22.5,2.100709478251308,1.0
0.5785714285714285,22.67857142857143,2.0643061654079258,1.0
0.5785714285714285,22.85714285714286,2.0295434434280955,3.0
0.5785714285714285,23.035714285714285,1.9963246911970587,3.0
0.5785714285714285,23.214285714285715,1.9645602341305404,1.0
0.5785714285714285,23.392857142857146,1.9341667596237322,2.0
0.5785714285714285,23.57142857142857,1.9050667884427241,1.0
0.5785714285714285,23.75,1.877188196097245,3.0
0.5785714285714285,23.92857142857143,1.8504637789292675,2.0
0.5785714285714285,24.10714285714286,1.8248308602599752,2.0
0.5785714285714285,24.285714285714285,1.800230932469687,1.0
0.5785714285714285,24.464285714285715,1.776609331351576,1.0
0.5785714285714285,24.642857142857146,1.753914939489257,0.0
0.5785714285714285,24.82142857142857,1.7320999157678707,1.0
0.5785714285714285,25.0,1.7111194484447818,1.0
0.6880952380952381,-25.0,1.3906379087016718,2.0
0.6880952380952381,-24.821428571428573,1.4026208538514169,1.0
0.6880952380952381,-24.642857142857142,1.4150948923548625,0.0
0.6880952380952381,-24.464285714285715,1.428088065401441,0.0
0.6880952380952381,-24.285714285714285,1.4416304468811956,2.0
0.6880952380952381,-24.107142857142858,1.4557543209930393,2.0
0.6880952380952381,-23.928571428571427,1.4704943779451032,4.0
0.6880952380952381,-23.75,1.4858879298439693,2.0
0.6880952380952381,-23.571428571428573,1.501975149140609,2.0
0.6880952380952381,-23.392857142857142,1.5187993323102047,0.0
0.6880952380952381,-23.214285714285715,1.5364071917965827,1.0
0.6880952380952381,-23.035714285714285,1.5548491796564785,1.0
0.6880952380952381,-22.857142857142858,1.5741798468020982,2.0
0.6880952380952381,-22.678571428571427,1.5944582422715858,2.0
0.6880952380952381,-22.5,1.6157483575664824,2.0
0.6880952380952381,-22.32142857142857,1.6381196217953753,0.0
0.6880952380952381,-22.142857142857142,1.6616474541676984,1.0
0.6880952380952381,-21.964285714285715,1.6864138813074296,1.0
0.6880952380952381,-21.785714285714285,1.712508227921988,1.0
0.6880952380952381,-21.607142857142858,1.7400278905886108,2.0
0.6880952380952381,-21.428571428571427,1.769079205833599,1.0
0.6880952380952381,-21.25,1.7997784253072382,2.0
0.6880952380952381,-21.07142857142857,1.8322528127309057,1.0
0.6880952380952381,-20.892857142857142,1.8666418794484496,2.0
0.6880952380952381,-20.714285714285715,1.9030987778911417,2.0
0.6880952380952381,-20.535714285714285,1.9417918751071723,2.0
0.6880952380952381,-20.357142857142858,1.9829065317585663,0.0
0.6880952380952381,-20.17857142857143,2.026647115696968,3.0
0.6880952380952381,-20.0,2.073239283439489,1.0
0.6880952380952381,-19.82142857142857,2.1229325676145367,3.0
0.6880952380952381,-19.642857142857142,2.1760033137585753,4.0
0.6880952380952381,-19.464285714285715,2.2327580157153726,3.0
0.6880952380952381,-19.285714285714285,2.293537105272941,2.0
0.6880952380952381,-19.107142857142858,2.3587192584526004,4.0
0.6880952380952381,-18.92857142857143,2.4287262878113287,2.0
0.6880952380952381,-18.75,2.5040286968347356,3.0
0.6880952380952381,-18.57142857142857,2.5851519783290122,0.0
0.6880952380952381,-18.392857142857142,2.672683742627483,0.0
0.6880952380952381,-18.214285714285715,2.7672817618042553,3.0
0.6880952380952381,-18.035714285714285,2.8696830104918956,3.0
0.6880952380952381,-17.857142857142858,2.9807137686715035,1.0
0.6880952380952381,-17.67857142857143,3.101300821515569,5.0
0.6880952380952381,-17.5,3.2324837380514744,2.0
0.6880952380952381,-17.32142857142857,3.3754281224941027,4.0
0.6880952380952381,-17.142857142857142,3.531439592889161,4.0
0.6880952380952381,-16.964285714285715,3.7019780274534986,3.0
0.6880952380952381,-16.785714285714285,3.8886712962914918,9.0
0.6880952380952381,-16.607142857142858,4.093327218838206,5.0
0.6880952380952381,-16.42857142857143,4.31794179306424,1.0
0.6880952380952381,-16.25,4.564700749642351,6.0
0.6880952380952381,-16.07142857142857,4.8359700915212835,4.0
0.6880952380952381,-15.892857142857142,5.134269370685913,5.0
0.6880952380952381,-15.714285714285714,5.4622189170556865,3.0
0.6880952380952381,-15.535714285714285,5.822449004836454,5.0
0.6880952380952381,-15.357142857142858,6.217455091774115,4.0
0.6880952380952381,-15.178571428571429,6.64937917110892,4.0
0.6880952380952381,-15.0,7.119693884721387,6.0
0.6880952380952381,-14.821428571428571,7.628765288058319,7.0
0.6880952380952381,-14.642857142857142,8.175275429349043,4.0
0.6880952380952381,-14.464285714285714,8.755502430604796,13.0
0.6880952380952381,-14.285714285714285,9.36249026632542,10.0
0.6880952380952381,-14.107142857142858,9.985199128861066,9.0
0.6880952380952381,-13.928571428571429,10.607810691338356,11.0
0.6880952380952381,-13.75,11.209456742777673,13.0
0.6880952380952381,-13.571428571428571,11.764706077176797,14.0
0.6880952380952381,-13.392857142857142,12.245118357558225,16.0
0.6880952380952381,-13.214285714285714,12.621985646883864,14.0
0.6880952380952381,-13.035714285714285,12.87001324982921,16.0
0.6880952380952381,-12.857142857142858,12.971237611814244,12.0
0.6880952380952381,-12.678571428571429,12.918161684263112,15.0
0.6880952380952381,-12.5,12.715146038538178,14.0
0.6880952380952381,-12.321428571428571,12.37759453242834,14.0
0.6880952380952381,-12.142857142857142,11.92920690865068,10.0
0.6880952380952381,-11.964285714285714,11.39816521958363,16.0
0.6880952380952381,-11.785714285714285,10.813302393713457,14.0
0.6880952380952381,-11.607142857142858,10.20106499465613,12.0
0.6880952380952381,-11.428571428571429,9.583639563784294,11.0
0.6880952380952381,-11.25,8.978204775969415,5.0
0.6880952380952381,-11.071428571428571,8.397033057391052,9.0
0.6880952380952381,-10.892857142857142,7.848101592500192,11.0
0.6880952380952381,-10.714285714285714,7.3359213812070685,8.0
0.6880952380952381,-10.535714285714285,6.862384683806356,8.0
0.6880952380952381,-10.357142857142858,6.4275197334728835,6.0
0.6880952380952381,-10.178571428571429,6.030107300842139,8.0
0.6880952380952381,-10.0,5.668154208135295,6.0
0.6880952380952381,-9.821428571428571,5.33923955411437,8.0
0.6880952380952381,-9.642857142857142,5.040757117534033,9.0
0.6880952380952381,-9.464285714285714,4.770077863988049,8.0
0.6880952380952381,-9.285714285714285,4.524653556113514,3.0
0.6880952380952381,-9.107142857142858,4.3020784350553445,3.0
0.6880952380952381,-8.928571428571427,4.100121970374671,5.0
0.6880952380952381,-8.75,3.916742263239965,4.0
0.6880952380952381,-8.57142857142857,3.750086967396895,5.0
0.6880952380952381,-8.392857142857142,3.5984865249880857,6.0
0.6880952380952381,-8.214285714285715,3.460442994558973,4.0
0.6880952380952381,-8.035714285714285,3.3346166589724717,7.0
0.6880952380952381,-7.857142857142858,3.2198118352397325,2.0
0.6880952380952381,-7.678571428571427,3.1149627794920964,3.0
0.6880952380952381,-7.5,3.0191202211929475,3.0
0.6880952380952381,-7.321428571428569,2.9314388210312794,4.0
0.6880952380952381,-7.142857142857142,2.8511656902432962,0.0
0.6880952380952381,-6.964285714285715,2.7776300092971336,3.0
0.6880952380952381,-6.785714285714285,2.71023372258307,5.0
0.6880952380952381,-6.607142857142858,2.648443250188603,2.0
0.6880952380952381,-6.428571428571427,2.5917821391880076,3.0
0.6880952380952381,-6.25,2.5398245691176333,2.0
0.6880952380952381,-6.071428571428569,2.49218962536769,2.0
0.6880952380952381,-5.892857142857142,2.4485362573728087,9.0
0.6880952380952381,-5.714285714285715,2.408558843926104,1.0
0.6880952380952381,-5.535714285714285,2.3719832945048975,0.0
0.6880952380952381,-5.357142857142858,2.3385636224372277,3.0
0.6880952380952381,-5.178571428571427,2.30807893259998,1.0
0.6880952380952381,-5.0,2.2803307728559,4.0
0.6880952380952381,-4.821428571428569,2.2551408044717376,4.0
0.6880952380952381,-4.642857142857142,2.232348752291707,3.0
0.6880952380952381,-4.464285714285715,2.2118106006949465,2.0
0.6880952380952381,-4.285714285714285,2.1933970076321754,3.0
0.6880952380952381,-4.107142857142858,2.176991922533107,2.0
0.6880952380952381,-3.928571428571427,2.1624914419437564,6.0
0.6880952380952381,-3.75,2.149803128391848,2.0
0.6880952380952381,-3.5714285714285694,2.1388467441887293,2.0
0.6880952380952381,-3.3928571428571423,2.129559864079911,4.0
0.6880952380952381,-3.2142857142857153,2.121919660821107,1.0
0.6880952380952381,-3.0357142857142847,2.1160139335663537,1.0
0.6880952380952381,-2.8571428571428577,2.112247797019422,2.0
0.6880952380952381,-2.678571428571427,2.1118852249490634,2.0
0.6880952380952381,-2.5,2.1183223935058497,7.0
0.6880952380952381,-2.3214285714285694,2.1397507882351268,3.0
0.6880952380952381,-2.1428571428571423,2.194035176334709,3.0
0.6880952380952381,-1.9642857142857153,2.316319622555982,3.0
0.6880952380952381,-1.7857142857142847,2.5685104938293155,6.0
0.6880952380952381,-1.6071428571428577,3.046987771398605,5.0
0.6880952380952381,-1.428571428571427,3.8812615791894687,2.0
0.6880952380952381,-1.25,5.21414557985734,4.0
0.6880952380952381,-1.0714285714285694,7.157074255132326,9.0
0.6880952380952381,-0.8928571428571423,9.725133549982786,6.0
0.6880952380952381,-0.7142857142857153,12.773031824505141,13.0
0.6880952380952381,-0.5357142857142847,15.966491550618652,19.0
0.6880952380952381,-0.35714285714285765,18.820892245683357,16.0
0.6880952380952381,-0.17857142857142705,20.814006407667506,17.0
0.6880952380952381,0.0,21.540875254608295,14.0
0.6880952380952381,0.1785714285714306,20.848704239585985,25.0
0.6880952380952381,0.35714285714285765,18.89036181170765,9.0
0.6880952380952381,0.5357142857142847,16.070881032542953,12.0
0.6880952380952381,0.7142857142857153,12.912564442001038,11.0
0.6880952380952381,0.8928571428571423,9.900108706630126,11.0
0.6880952380952381,1.071428571428573,7.367869082694122,10.0
0.6880952380952381,1.25,5.461216895001944,2.0
0.6880952380952381,1.4285714285714306,4.165148270779921,5.0
0.6880952380952381,1.6071428571428577,3.3683136406429135,5.0
0.6880952380952381,1.7857142857142847,2.927987574071493,5.0
0.6880952380952381,1.9642857142857153,2.714752010360548,3.0
0.6880952380952381,2.1428571428571423,2.632323410845461,0.0
0.6880952380952381,2.321428571428573,2.6188968216600066,2.0
0.6880952380952381,2.5,2.639435202085719,5.0
0.6880952380952381,2.6785714285714306,2.676187117016646,2.0
0.6880952380952381,2.8571428571428577,2.7210814828668184,2.0
0.6880952380952381,3.0357142857142847,2.7708504309541557,6.0
0.6880952380952381,3.2142857142857153,2.8243671202382297,1.0
0.6880952380952381,3.3928571428571423,2.8813734094834116,0.0
0.6880952380952381,3.571428571428573,2.941939438127037,2.0
0.6880952380952381,3.75,3.0062581853847616,4.0
0.6880952380952381,3.9285714285714306,3.074575831036721,3.0
0.6880952380952381,4.107142857142858,3.147171519382316,0.0
0.6880952380952381,4.285714285714285,3.2243534786800914,8.0
0.6880952380952381,4.464285714285715,3.3064602273869528,4.0
0.6880952380952381,4.642857142857142,3.393863432350307,4.0
0.6880952380952381,4.821428571428573,3.486971500540951,4.0
0.6880952380952381,5.0,3.5862337169880347,1.0
0.6880952380952381,5.178571428571431,3.6921449387956664,3.0
0.6880952380952381,5.357142857142858,3.8052509095703435,5.0
0.6880952380952381,5.535714285714285,3.926154279357881,3.0
0.6880952380952381,5.714285714285715,4.055521429700648,2.0
0.6880952380952381,5.892857142857142,4.194090217964948,5.0
0.6880952380952381,6.071428571428573,4.342678770976935,5.0
0.6880952380952381,6.25,4.502195475445536,6.0
0.6880952380952381,6.428571428571431,4.673650331502376,5.0
0.6880952380952381,6.607142857142858,4.858167855544501,7.0
0.6880952380952381,6.785714285714285,5.057001738653715,5.0
0.6880952380952381,6.964285714285715,5.271551485862046,7.0
0.6880952380952381,7.142857142857146,5.503381277282901,4.0
0.6880952380952381,7.321428571428569,5.754241301241548,8.0
0.6880952380952381,7.5,6.026091806799,4.0
0.6880952380952381,7.678571428571431,6.321130100572248,4.0
0.6880952380952381,7.857142857142861,6.641820658710127,7.0
0.6880952380952381,8.035714285714285,6.9909284218406995,5.0
0.6880952380952381,8.214285714285715,7.371555163220578,5.0
0.6880952380952381,8.392857142857146,7.787178531137616,5.0
0.6880952380952381,8.57142857142857,8.241692912637465,6.0
0.6880952380952381,8.75,8.739450571311655,7.0
0.6880952380952381,8.92857142857143,9.2853004714299,10.0
0.6880952380952381,9.107142857142861,9.884620668725804,12.0
0.6880952380952381,9.285714285714285,10.543337929737385,5.0
0.6880952380952381,9.464285714285715,11.267925084812394,9.0
0.6880952380952381,9.642857142857146,12.065362216965836,9.0
0.6880952380952381,9.82142857142857,12.943041799109997,12.0
0.6880952380952381,10.0,13.908590010901209,17.0
0.6880952380952381,10.17857142857143,14.969566580330602,16.0
0.6880952380952381,10.357142857142861,16.13299399137185,11.0
0.6880952380952381,10.535714285714285,17.404655217465056,16.0
0.6880952380952381,10.714285714285715,18.788090666606326,18.0
0.6880952380952381,10.892857142857146,20.28322634848182,16.0
0.6880952380952381,11.07142857142857,21.884587600708816,25.0
0.6880952380952381,11.25,23.579112577672188,18.0
