stage,rmse_to_truth_nm,corr_to_truth,forward_rmse_to_corrected_nm
torch_refined,1.3643452774419338,0.8093978447819373,0.5909200232219736
erosion_recon,1.4929458140331213,0.8827726611408563,0.1238361193506247
measured_raw,1.5560191473069052,0.8171078503988224,1.190308556070689
drift_corrected,2.5908216733331124,0.8282047482206669,1.595656437579384
