node_id,kx,ky,kz,gap,abs_kz_error_vs_k0
1,-5.064530572695958e-09,-5.064530572695958e-09,1.3694384045736534,7.2982565956881806e-09,1.4309122775557626e-09
2,-3.61337448850918e-09,-3.61337448850918e-09,-1.3694384079533795,5.4551728327330534e-09,1.948813777019609e-09
