z,I_w,I_2w,eta
0.0,1.0,0.0,0.0
1.4214214214214214,0.20808674843987726,0.7919132347850943,0.7919132480694615
2.8528528528528527,0.013219607588907153,0.986780374219671,0.9867803921706094
4.2842842842842845,0.0007596490071409246,0.9992403321645084,0.9992403509785562
5.7057057057057055,4.4272844306741755e-05,0.9999557083131199,0.999955727154859
7.137137137137137,2.5282554483336752e-06,0.9999974528998502,0.999997471744504
8.568568568568569,1.4437633802579163e-07,0.9999998367780842,0.9999998556236592
10.0,8.244622955493962e-09,0.9999999729097289,0.9999999917553769
